SGTime,UnixTime,ST
2.67667198181152,1636703028.91831,34.01
2.92668199539185,1636703029.16832,34.01
3.17670202255249,1636703029.41834,34.01
3.42671203613281,1636703029.66835,34.01
4.67677211761475,1636703030.91841,33.99
4.92678213119507,1636703031.16842,33.99
5.17679214477539,1636703031.41843,33.99
5.42680215835571,1636703031.66844,33.99
5.67681217193604,1636703031.91845,33.99
5.92682194709778,1636703032.16846,33.99
6.1768319606781,1636703032.41847,33.99
6.42685198783875,1636703032.66849,33.99
6.67686200141907,1636703032.9185,33.99
6.92687201499939,1636703033.16851,33.99
7.17688202857971,1636703033.41852,33.99
7.42689204216003,1636703033.66853,33.99
8.67695212364197,1636703034.91859,33.97
8.92696213722229,1636703035.1686,33.97
9.17697215080261,1636703035.41861,33.97
9.42699193954468,1636703035.66863,33.97
9.677001953125,1636703035.91864,33.99
9.92701196670532,1636703036.16865,33.99
10.1770219802856,1636703036.41866,33.99
10.427031993866,1636703036.66867,33.99
10.6770420074463,1636703036.91868,34.01
10.9270520210266,1636703037.16869,34.01
11.1770720481873,1636703037.41871,34.01
11.4270820617676,1636703037.66872,34.01
12.6771421432495,1636703038.91878,33.99
12.9271521568298,1636703039.16879,33.99
13.1771621704102,1636703039.4188,33.99
13.4271719455719,1636703039.66881,33.99
14.6772320270538,1636703040.91887,33.97
14.9272420406342,1636703041.16888,33.97
15.1772520542145,1636703041.41889,33.97
15.4272620677948,1636703041.6689,33.97
15.6772720813751,1636703041.91891,33.99
15.9272921085358,1636703042.16893,33.99
16.1773021221161,1636703042.41894,33.99
16.4273121356964,1636703042.66895,33.99
16.6773221492767,1636703042.91896,33.99
16.9273321628571,1636703043.16897,33.99
17.1773419380188,1636703043.41898,33.99
17.4273619651794,1636703043.669,33.99
18.6774120330811,1636703044.91905,33.99
18.9274320602417,1636703045.16907,33.99
19.177442073822,1636703045.41908,33.99
19.4274520874023,1636703045.66909,33.99
20.6775121688843,1636703046.91915,33.99
20.927521944046,1636703047.16916,33.99
21.1775319576263,1636703047.41917,33.99
21.4275419712067,1636703047.66918,33.99
21.677551984787,1636703047.91919,33.99
21.9275619983673,1636703048.1692,33.99
22.177582025528,1636703048.41922,33.99
22.4275920391083,1636703048.66923,33.99
22.6776020526886,1636703048.91924,33.99
22.9276120662689,1636703049.16925,33.99
23.1776220798492,1636703049.41926,33.99
23.4276320934296,1636703049.66927,33.99
25.4277319908142,1636703051.66937,33.99
25.6777420043945,1636703051.91938,34.01
25.9277520179749,1636703052.16939,34.01
26.1777620315552,1636703052.4194,34.01
26.4277720451355,1636703052.66941,34.01
26.6777820587158,1636703052.91942,33.99
26.9278020858765,1636703053.16944,33.99
27.1778120994568,1636703053.41945,33.99
27.4278221130371,1636703053.66946,33.99
27.6778321266174,1636703053.91947,33.99
27.9278421401978,1636703054.16948,33.99
28.1778521537781,1636703054.41949,33.99
28.4278621673584,1636703054.6695,33.99
28.6778819561005,1636703054.91952,33.99
28.9278919696808,1636703055.16953,33.99
29.1779019832611,1636703055.41954,33.99
29.4279119968414,1636703055.66955,33.99
30.6779720783234,1636703056.91961,34.01
30.9279820919037,1636703057.16962,34.01
31.177992105484,1636703057.41963,34.01
31.4280021190643,1636703057.66964,34.01
31.678022146225,1636703057.91966,33.99
31.9280321598053,1636703058.16967,33.99
32.1780421733856,1636703058.41968,33.99
32.4280519485474,1636703058.66969,33.99
32.6780619621277,1636703058.9197,33.99
32.928071975708,1636703059.16971,33.99
33.1780819892883,1636703059.41972,33.99
33.428102016449,1636703059.66974,33.99
34.6781520843506,1636703060.91979,33.99
34.9281721115112,1636703061.16981,33.99
35.1781821250916,1636703061.41982,33.99
35.4281921386719,1636703061.66983,33.99
36.9282619953156,1636703063.1699,33.99
37.1782720088959,1636703063.41991,33.99
37.4282820224762,1636703063.66992,33.99
