SGTime,UnixTime,GSR,Unnamed: 3,Unnamed: 4
0.936655045,1631599916,0.1536857,,
1.186655045,1631599916,0.1062993,,
2.686655045,1631599918,0.09093072,,
3.936655045,1631599919,0.08452715,,
4.186655045,1631599919,0.08196572,,
5.436655045,1631599920,0.08580787,,
5.686655045,1631599921,0.09861501,,
5.936655045,1631599921,0.09093072,,
6.186655045,1631599921,0.1011764,,
6.436655045,1631599921,0.1088607,,
6.686655045,1631599922,0.1101414,,
6.936655045,1631599922,0.1114221,,
7.186655045,1631599922,0.116545,,
8.686655045,1631599924,0.09733429,,
8.936655045,1631599924,0.1114221,,
9.186655045,1631599924,0.1101414,,
9.436655045,1631599924,0.116545,,
9.686655045,1631599925,0.1178257,,
9.936655045,1631599925,0.116545,,
10.18665504,1631599925,0.1127029,,
10.43665504,1631599925,0.1050186,,
10.68665504,1631599926,0.1024572,,
10.93665504,1631599926,0.10758,,
11.18665504,1631599926,0.10758,,
11.43665504,1631599926,0.1101414,,
11.68665504,1631599927,0.1229486,,
11.93665504,1631599927,0.1293521,,
12.18665504,1631599927,0.1267907,,
12.43665504,1631599927,0.1242293,,
12.68665504,1631599928,0.1229486,,
12.93665504,1631599928,0.1203871,,
13.18665504,1631599928,0.1101414,,
13.43665504,1631599928,0.1152643,,
13.68665504,1631599929,0.1127029,,
13.93665504,1631599929,0.1088607,,
14.18665504,1631599929,0.1101414,,
14.43665504,1631599929,0.1127029,,
14.68665504,1631599930,0.1127029,,
14.93665504,1631599930,0.10758,,
15.18665504,1631599930,0.09861501,,
15.43665504,1631599930,0.09349215,,
15.68665504,1631599931,0.09477286,,
15.93665504,1631599931,0.09477286,,
16.18665504,1631599931,0.09093072,,
16.43665504,1631599931,0.08196572,,
16.68665504,1631599932,0.080685,,
16.93665504,1631599932,0.06915858,,
17.18665504,1631599932,0.07043929,,
17.43665504,1631599932,0.07043929,,
17.68665504,1631599933,0.06531644,,
18.43665504,1631599933,0.06915858,,
18.68665504,1631599934,0.06275501,,
18.93665504,1631599934,0.05635144,,
19.18665504,1631599934,0.03970215,,
20.68665504,1631599936,0.04482501,,
20.93665504,1631599936,0.05379001,,
21.18665504,1631599936,0.05379001,,
21.43665504,1631599936,0.05635144,,
21.68665504,1631599937,0.080685,,
21.93665504,1631599937,0.1472821,,
22.18665504,1631599937,0.2190021,,
23.43665504,1631599938,0.2215636,,
23.68665504,1631599939,0.134475,,
23.93665504,1631599939,0.06531644,,
24.18665504,1631599939,0.05379001,,
24.43665504,1631599939,0.05891287,,
24.68665504,1631599940,0.03329859,,
24.93665504,1631599940,0.01921073,,
25.18665504,1631599940,0.0,,
25.43665504,1631599940,0.02945644,,
25.68665504,1631599941,0.03586001,,
25.93665504,1631599941,0.03586001,,
26.18665504,1631599941,0.03586001,,
26.43665504,1631599941,0.03842144,,
26.68665504,1631599942,0.008965016,,
28.18665504,1631599943,0.05635144,,
28.43665504,1631599943,0.05507072,,
28.68665504,1631599944,0.04866716,,
28.93665504,1631599944,0.06787787,,
29.18665504,1631599944,0.0,,
29.43665504,1631599944,0.03714073,,
29.68665504,1631599945,0.03970215,,
29.93665504,1631599945,0.0435443,,
30.18665504,1631599945,0.04098287,,
30.43665504,1631599945,0.05891287,,
30.68665504,1631599946,0.1088607,,
30.93665504,1631599946,0.06915858,,
31.18665504,1631599946,0.07172001,,
31.43665504,1631599946,0.0883693,,
31.68665504,1631599947,0.07556215,,
31.93665504,1631599947,0.07300072,,
32.18665504,1631599947,0.06275501,,
32.43665504,1631599947,0.05635144,,
32.68665504,1631599948,0.09861501,,
32.93665504,1631599948,0.116545,,
33.18665504,1631599948,0.06915858,,
33.43665504,1631599948,0.07172001,,
33.68665504,1631599949,0.07300072,,
33.93665504,1631599949,0.08580787,,
34.18665504,1631599949,0.07172001,,
34.43665504,1631599949,0.07300072,,
34.68665504,1631599950,0.06659715,,
34.93665504,1631599950,0.06659715,,
35.18665504,1631599950,0.07300072,,
35.43665504,1631599950,0.07684287,,
35.68665504,1631599951,0.07556215,,
35.93665504,1631599951,0.04098287,,
36.18665504,1631599951,0.07428144,,
36.43665504,1631599951,0.03970215,,
36.68665504,1631599952,0.05635144,,
36.93665504,1631599952,0.01024573,,
37.18665504,1631599952,0.08965001,,
37.43665504,1631599952,0.10758,,
37.68665504,1631599953,0.08580787,,
37.93665504,1631599953,0.1011764,,
38.18665504,1631599953,0.1191064,,
38.43665504,1631599953,0.1024572,,
38.68665504,1631599954,0.1011764,,
38.93665504,1631599954,0.1062993,,
39.18665504,1631599954,0.1037379,,
39.43665504,1631599954,0.1037379,,
39.68665504,1631599955,0.1037379,,
39.93665504,1631599955,0.1024572,,
40.18665504,1631599955,0.1037379,,
40.43665504,1631599955,0.09221143,,
40.68665504,1631599956,0.09733429,,
40.93665504,1631599956,0.08580787,,
41.18665504,1631599956,0.1152643,,
41.43665504,1631599956,0.1242293,,
41.68665504,1631599957,0.1191064,,
41.93665504,1631599957,0.09733429,,
42.18665504,1631599957,0.09605358,,
42.43665504,1631599957,0.09477286,,
42.68665504,1631599958,0.09477286,,
42.93665504,1631599958,0.08965001,,
43.18665504,1631599958,0.06659715,,
43.43665504,1631599958,0.06915858,,
43.68665504,1631599959,0.07556215,,
43.93665504,1631599959,0.08708858,,
44.18665504,1631599959,0.09605358,,
44.43665504,1631599959,0.09349215,,
44.68665504,1631599960,0.08708858,,
44.93665504,1631599960,0.07428144,,
45.18665504,1631599960,0.07684287,,
45.43665504,1631599960,0.06019358,,
45.68665504,1631599961,0.06019358,,
45.93665504,1631599961,0.06659715,,
46.18665504,1631599961,0.07300072,,
46.43665504,1631599961,0.07556215,,
46.68665504,1631599962,0.08452715,,
46.93665504,1631599962,0.08324643,,
47.18665504,1631599962,0.08580787,,
47.43665504,1631599962,0.07940429,,
47.68665504,1631599963,0.080685,,
47.93665504,1631599963,0.09733429,,
48.18665504,1631599963,0.1127029,,
48.43665504,1631599963,0.116545,,
48.68665504,1631599964,0.1229486,,
48.93665504,1631599964,0.1216679,,
49.18665504,1631599964,0.116545,,
49.43665504,1631599964,0.1114221,,
49.68665504,1631599965,0.1293521,,
49.93665504,1631599965,0.1447207,,
50.18665504,1631599965,0.1485629,,
50.43665504,1631599965,0.1498436,,
50.68665504,1631599966,0.05507072,,
50.93665504,1631599966,0.08452715,,
51.18665504,1631599966,0.08452715,,
51.43665504,1631599966,0.08324643,,
51.68665504,1631599967,0.08324643,,
51.93665504,1631599967,0.09093072,,
52.18665504,1631599967,0.0883693,,
53.43665504,1631599968,0.06787787,,
53.68665504,1631599969,0.06787787,,
53.93665504,1631599969,0.07300072,,
54.18665504,1631599969,0.07556215,,
54.43665504,1631599969,0.07300072,,
54.68665504,1631599970,0.07812358,,
54.93665504,1631599970,0.07556215,,
55.18665504,1631599970,0.07556215,,
55.43665504,1631599970,0.07812358,,
55.68665504,1631599971,0.080685,,
55.93665504,1631599971,0.07556215,,
56.18665504,1631599971,0.07684287,,
56.43665504,1631599971,0.06787787,,
56.68665504,1631599972,0.05763215,,
58.18665504,1631599973,0.07556215,,
58.43665504,1631599973,0.1024572,,
58.68665504,1631599974,0.1139836,,
58.93665504,1631599974,0.1127029,,
59.18665504,1631599974,0.1331943,,
59.43665504,1631599974,0.09349215,,
59.68665504,1631599975,0.07300072,,
59.93665504,1631599975,0.07940429,,
60.18665504,1631599975,0.080685,,
60.43665504,1631599975,0.0883693,,
60.68665504,1631599976,0.07428144,,
60.93665504,1631599976,0.07556215,,
61.18665504,1631599976,0.07043929,,
61.43665504,1631599976,0.06275501,,
61.68665504,1631599977,0.07172001,,
61.93665504,1631599977,0.07172001,,
62.18665504,1631599977,0.06915858,,
62.43665504,1631599977,0.06275501,,
62.68665504,1631599978,0.0614743,,
62.93665504,1631599978,0.06787787,,
63.18665504,1631599978,0.06659715,,
63.43665504,1631599978,0.06787787,,
63.68665504,1631599979,0.07172001,,
63.93665504,1631599979,0.07043929,,
64.18665504,1631599979,0.06915858,,
65.43665504,1631599980,0.08196572,,
65.68665504,1631599981,0.07940429,,
66.93665504,1631599982,0.080685,,
67.18665504,1631599982,0.07812358,,
67.43665504,1631599982,0.07812358,,
67.68665504,1631599983,0.080685,,
67.93665504,1631599983,0.07812358,,
68.18665504,1631599983,0.07556215,,
68.43665504,1631599983,0.07940429,,
68.68665504,1631599984,0.07684287,,
68.93665504,1631599984,0.07812358,,
69.18665504,1631599984,0.07556215,,
69.43665504,1631599984,0.07556215,,
69.68665504,1631599985,0.07300072,,
69.93665504,1631599985,0.07556215,,
70.18665504,1631599985,0.07043929,,
70.43665504,1631599985,0.07300072,,
70.68665504,1631599986,0.07556215,,
70.93665504,1631599986,0.07043929,,
71.18665504,1631599986,0.07428144,,
71.43665504,1631599986,0.07428144,,
71.68665504,1631599987,0.07428144,,
71.93665504,1631599987,0.07684287,,
72.18665504,1631599987,0.07684287,,
72.43665504,1631599987,0.06787787,,
72.68665504,1631599988,0.06531644,,
72.93665504,1631599988,0.06019358,,
73.18665504,1631599988,0.0614743,,
73.43665504,1631599988,0.06915858,,
73.68665504,1631599989,0.06787787,,
73.93665504,1631599989,0.07300072,,
74.18665504,1631599989,0.07556215,,
74.43665504,1631599989,0.07043929,,
74.68665504,1631599990,0.07172001,,
74.93665504,1631599990,0.07428144,,
75.18665504,1631599990,0.07043929,,
75.43665504,1631599990,0.06659715,,
75.68665504,1631599991,0.06659715,,
75.93665504,1631599991,0.0525093,,
76.18665504,1631599991,0.06787787,,
76.43665504,1631599991,0.04098287,,
76.68665504,1631599992,0.02945644,,
76.93665504,1631599992,0.03586001,,
77.18665504,1631599992,0.03586001,,
77.43665504,1631599992,0.03586001,,
77.68665504,1631599993,0.03714073,,
77.93665504,1631599993,0.03970215,,0.073961259
78.18665504,1631599993,0.03842144,,
78.43665504,1631599993,0.03842144,,
78.68665504,1631599994,0.04098287,,
78.93665504,1631599994,0.03842144,,
79.18665504,1631599994,0.03714073,,
79.43665504,1631599994,0.04226358,,
79.68665504,1631599995,0.04226358,,
79.93665504,1631599995,0.03842144,,
80.18665504,1631599995,0.03970215,,
80.43665504,1631599995,0.04226358,,
80.68665504,1631599996,0.03586001,,
80.93665504,1631599996,0.04866716,,
81.18665504,1631599996,0.0435443,,
81.43665504,1631599996,0.03970215,,
81.68665504,1631599997,0.04098287,,
81.93665504,1631599997,0.0525093,,
82.18665504,1631599997,0.08708858,,
82.43665504,1631599997,0.06275501,,
82.68665504,1631599998,0.06275501,,
82.93665504,1631599998,0.06019358,,
83.18665504,1631599998,0.06787787,,
83.43665504,1631599998,0.02689501,,
83.68665504,1631599999,0.05507072,,
83.93665504,1631599999,0.07043929,,
84.18665504,1631599999,0.06787787,,
84.43665504,1631599999,0.04866716,,
84.68665504,1631600000,0.06531644,,
84.93665504,1631600000,0.06915858,,
85.18665504,1631600000,0.06915858,,
85.43665504,1631600000,0.07172001,,
85.68665504,1631600001,0.07556215,,
85.93665504,1631600001,0.07940429,,
86.18665504,1631600001,0.08324643,,
86.43665504,1631600001,0.07812358,,
86.68665504,1631600002,0.06915858,,
86.93665504,1631600002,0.06659715,,
87.18665504,1631600002,0.07812358,,
87.43665504,1631600002,0.08196572,,
87.68665504,1631600003,0.080685,,
87.93665504,1631600003,0.06915858,,
88.18665504,1631600003,0.08965001,,
89.43665504,1631600004,0.06787787,,
89.68665504,1631600005,0.06787787,,
89.93665504,1631600005,0.07684287,,
90.18665504,1631600005,0.07428144,,
90.43665504,1631600005,0.080685,,
90.68665504,1631600006,0.08324643,,
90.93665504,1631600006,0.080685,,
91.18665504,1631600006,0.08452715,,
91.43665504,1631600006,0.0883693,,
91.68665504,1631600007,0.08196572,,
91.93665504,1631600007,0.08708858,,
92.18665504,1631600007,0.0883693,,
92.43665504,1631600007,0.09093072,,
92.68665504,1631600008,0.08708858,,
92.93665504,1631600008,0.08708858,,
93.18665504,1631600008,0.0883693,,
93.43665504,1631600008,0.08580787,,
93.68665504,1631600009,0.09221143,,
93.93665504,1631600009,0.09349215,,
94.18665504,1631600009,0.09093072,,
94.43665504,1631600009,0.09221143,,
94.68665504,1631600010,0.09349215,,
94.93665504,1631600010,0.08708858,,
95.18665504,1631600010,0.08965001,,
95.43665504,1631600010,0.0883693,,
95.68665504,1631600011,0.08708858,,
95.93665504,1631600011,0.09093072,,
96.18665504,1631600011,0.09221143,,
96.43665504,1631600011,0.08708858,,
96.68665504,1631600012,0.09093072,,
96.93665504,1631600012,0.09221143,,
97.18665504,1631600012,0.09093072,,
97.43665504,1631600012,0.09221143,,
97.68665504,1631600013,0.0883693,,
97.93665504,1631600013,0.0883693,,
98.18665504,1631600013,0.08452715,,
98.43665504,1631600013,0.08580787,,
98.68665504,1631600014,0.07940429,,
98.93665504,1631600014,0.07684287,,
99.18665504,1631600014,0.07812358,,
99.43665504,1631600014,0.08196572,,
99.68665504,1631600015,0.07940429,,
99.93665504,1631600015,0.08324643,,
100.186655,1631600015,0.08708858,,
101.436655,1631600016,0.08708858,,
101.686655,1631600017,0.09093072,,
101.936655,1631600017,0.09093072,,
102.186655,1631600017,0.08965001,,
102.436655,1631600017,0.09093072,,
102.686655,1631600018,0.09093072,,
102.936655,1631600018,0.08965001,,
103.186655,1631600018,0.0883693,,
103.436655,1631600018,0.09093072,,
103.686655,1631600019,0.08965001,,
103.936655,1631600019,0.0883693,,0.09328993
104.186655,1631600019,0.09221143,,
104.436655,1631600019,0.08965001,,
104.686655,1631600020,0.09093072,,
105.936655,1631600021,0.08580787,,
106.186655,1631600021,0.08324643,,
106.436655,1631600021,0.08324643,,
106.686655,1631600022,0.08965001,,
106.936655,1631600022,0.08196572,,
107.186655,1631600022,0.08965001,,
107.436655,1631600022,0.08452715,,
107.686655,1631600023,0.1191064,,
107.936655,1631600023,0.08324643,,
108.186655,1631600023,0.1050186,,
108.436655,1631600023,0.06275501,,
108.686655,1631600024,0.07940429,,
108.936655,1631600024,0.08196572,,
109.186655,1631600024,0.08196572,,
109.436655,1631600024,0.09733429,,
109.686655,1631600025,0.09605358,,
