SGTime,UnixTime,Acc_X,Acc_Y,Acc_Z,Acc_SVM
0.777440071,1637820256,55,30,-13,63.98437309
0.808690071,1637820256,53,30,-13,62.27358991
0.839940071,1637820256,53,31,-14,62.97618598
0.871190071,1637820256,50,30,-13,59.74110812
0.902450085,1637820256,52,31,-14,62.13694553
0.933700085,1637820256,53,33,-14,63.98437309
0.964950085,1637820256,53,34,-14,64.50581369
0.996200085,1637820256,52,33,-13,62.94441993
1.152460098,1637820256,50,33,-12,61.09828148
1.183710098,1637820256,49,31,-11,59.01694672
1.214960098,1637820256,50,30,-15,60.20797289
1.246210098,1637820256,51,31,-18,62.3377895
1.277460098,1637820256,48,30,-23,61.09828148
1.308710098,1637820256,52,29,-27,65.37583651
1.339970112,1637820256,57,33,-22,69.44062212
1.371220112,1637820256,54,27,-23,64.60650122
1.527470112,1637820257,48,28,-28,62.22539674
1.558730125,1637820257,47,28,-32,63.37980751
1.589980125,1637820257,45,30,-34,63.88270501
1.621230125,1637820257,46,31,-32,64.03905059
1.652480125,1637820257,45,32,-30,62.84106937
1.683730125,1637820257,47,31,-31,64.27285586
1.714980125,1637820257,46,31,-31,63.54525946
1.746230125,1637820257,46,31,-31,63.54525946
1.902490139,1637820257,40,30,-27,56.82429058
1.933740139,1637820257,38,28,-30,55.92852582
2.090000153,1637820257,66,15,-22,71.16881339
2.121250153,1637820257,66,20,-18,71.27411872
2.277510166,1637820257,52,10,20,56.60388679
2.308760166,1637820257,53,4,31,61.53048025
2.43377018,1637820258,54,8,27,60.90155991
2.46502018,1637820258,60,7,29,67.00746227
2.49627018,1637820258,52,3,28,59.13543777
2.652530193,1637820258,53,6,21,57.32364259
2.683780193,1637820258,59,3,20,62.36986452
2.715030193,1637820258,58,6,20,61.64414003
2.746280193,1637820258,57,7,19,60.48966854
2.777530193,1637820258,56,7,18,59.23681288
2.808780193,1637820258,59,6,17,61.69278726
2.840040207,1637820258,61,6,18,63.88270501
2.871290207,1637820258,62,5,18,64.75337829
3.027540207,1637820258,54,3,12,55.39855594
3.058799982,1637820258,52,-2,12,53.40411969
3.090049982,1637820258,51,-3,10,52.05766034
3.121299982,1637820258,64,-8,10,65.26867549
3.152549982,1637820258,81,-17,11,83.49251463
3.183799982,1637820258,85,-19,9,87.56140702
3.215049982,1637820258,48,-15,11,51.4781507
3.246299982,1637820258,54,-21,10,58.79625838
3.402559996,1637820258,61,-19,8,64.38944013
3.433809996,1637820259,59,-19,9,62.63385666
3.590070009,1637820259,57,-18,12,60.9672043
3.621320009,1637820259,58,-24,13,64.10148204
3.777580023,1637820259,56,-18,13,60.24118193
3.808830023,1637820259,56,-17,13,59.94997915
3.840080023,1637820259,57,-23,13,62.8251542
3.871330023,1637820259,58,-24,13,64.10148204
3.902580023,1637820259,57,-25,12,63.38769597
3.933840036,1637820259,56,-26,15,63.53739057
3.965090036,1637820259,55,-25,15,62.24949799
3.996340036,1637820259,58,-23,15,64.17164483
4.15260005,1637820259,58,-23,13,63.73382148
4.18385005,1637820259,57,-22,13,62.46599075
4.34010005,1637820259,57,-23,12,62.62587325
4.371360064,1637820259,57,-22,12,62.2655603
4.527610064,1637820260,58,-23,11,63.35613625
4.558860064,1637820260,57,-22,10,61.91122677
4.715120077,1637820260,58,-23,7,62.78534861
4.746370077,1637820260,59,-23,7,63.71028174
4.777620077,1637820260,59,-22,7,63.35613625
4.808880091,1637820260,58,-20,7,61.74949393
4.840130091,1637820260,59,-20,8,62.80923499
4.871380091,1637820260,59,-19,8,62.49799997
4.902630091,1637820260,59,-18,8,62.20128616
4.933880091,1637820260,59,-18,8,62.20128616
5.058890104,1637820260,61,-23,8,65.68104749
5.090140104,1637820260,60,-22,9,64.5368112
5.121390104,1637820260,56,-18,10,59.66573556
5.152640104,1637820260,61,-17,12,64.45153218
5.183890104,1637820260,61,-16,11,64.01562309
5.215150118,1637820260,60,-19,8,63.4428877
5.246400118,1637820260,61,-20,6,64.47480128
5.277650118,1637820260,58,-22,4,62.16108107
5.308900118,1637820260,58,-20,8,61.87083319
5.465160131,1637820261,60,-18,7,63.03173804
5.496410131,1637820261,58,-18,6,61.02458521
5.621410131,1637820261,78,-3,1,78.06407625
5.652670145,1637820261,66,3,-3,66.13622306
5.683920145,1637820261,58,2,-6,58.34380858
5.840170145,1637820261,64,1,6,64.28841264
5.871430159,1637820261,80,7,4,80.40522371
5.902680159,1637820261,93,9,10,93.96807969
5.933930159,1637820261,95,8,16,96.66954019
5.965180159,1637820261,89,12,14,90.89004346
5.996430159,1637820261,72,16,4,73.86474125
6.027680159,1637820261,61,15,4,62.94441993
6.058930159,1637820261,57,13,2,58.49786321
6.215190172,1637820261,44,39,-6,59.10160742
6.246440172,1637820261,31,38,1,49.05099387
6.371450186,1637820261,10,26,36,45.51922671
6.402700186,1637820261,22,42,3,47.50789408
6.433950186,1637820262,26,47,-1,53.72150407
6.558960199,1637820262,58,52,-23,81.22191822
6.590210199,1637820262,67,51,-11,84.91760713
6.621460199,1637820262,64,51,-7,82.13403679
6.777719975,1637820262,50,20,17,56.47123161
6.808969975,1637820262,51,18,21,58.01723882
6.965229988,1637820262,60,24,26,69.65629907
6.996479988,1637820262,54,24,24,63.78087488
7.027729988,1637820262,54,24,25,64.16385275
7.058979988,1637820262,54,21,28,64.35060217
7.090229988,1637820262,52,21,28,62.68173578
7.121479988,1637820262,52,20,28,62.35382907
7.152729988,1637820262,50,19,27,59.91660872
7.183990002,1637820262,50,19,27,59.91660872
7.340240002,1637820262,58,23,27,67.98529253
7.371490002,1637820262,54,20,30,64.93073232
7.527750015,1637820263,48,19,39,64.69930448
7.559000015,1637820263,40,17,39,58.39520528
7.590260029,1637820263,41,18,41,60.71243695
7.621510029,1637820263,40,22,42,62.03224968
7.652760029,1637820263,35,22,41,58.22370651
7.684010029,1637820263,35,22,45,61.10646447
7.715260029,1637820263,30,24,43,57.66281297
7.746510029,1637820263,33,23,44,59.61543424
7.777760029,1637820263,35,22,45,61.10646447
7.809020042,1637820263,34,22,45,60.53924347
7.840270042,1637820263,36,23,45,62.04836823
7.871520042,1637820263,34,22,45,60.53924347
7.902770042,1637820263,33,22,45,59.98333102
7.934020042,1637820263,32,21,47,60.61352984
8.090280056,1637820263,38,20,48,64.40496875
8.121530056,1637820263,36,19,46,61.42475071
8.152780056,1637820263,37,19,46,62.01612693
8.184030056,1637820263,37,19,46,62.01612693
8.215280056,1637820263,38,19,46,62.61788882
8.24654007,1637820263,37,19,45,61.2780548
8.27779007,1637820263,41,18,43,62.08059278
8.30904007,1637820263,43,18,40,61.42475071
8.34029007,1637820263,45,18,39,62.20932406
8.37154007,1637820263,46,18,41,64.19501538
8.40279007,1637820263,40,17,46,63.28506933
8.43404007,1637820264,41,15,50,66.3777071
8.465300083,1637820264,42,15,51,67.74953874
8.496550083,1637820264,45,15,46,66.07571415
8.621550083,1637820264,41,15,44,61.98386887
8.652800083,1637820264,39,15,44,60.67948583
8.684060097,1637820264,39,15,43,59.95831886
8.840310097,1637820264,42,13,43,61.49796745
8.871560097,1637820264,42,13,42,60.80296045
8.99657011,1637820264,38,12,37,54.3783045
9.02782011,1637820264,42,12,39,58.55766389
9.05907011,1637820264,47,12,37,61.00819617
9.215330124,1637820264,63,-12,33,72.12489168
9.246580124,1637820264,65,-10,29,71.8748913
9.402840137,1637820264,53,-13,23,59.21992908
9.434090137,1637820265,62,-17,22,67.94850992
9.590350151,1637820265,52,-18,9,55.75840744
9.621600151,1637820265,72,-26,-10,77.20103626
9.777860165,1637820265,55,-26,-6,61.13100686
9.809110165,1637820265,58,-30,-16,67.23094526
9.965370178,1637820265,54,-27,-14,61.97580173
9.996620178,1637820265,54,-27,-15,62.20932406
10.15287018,1637820265,55,-27,-17,63.58458933
10.18413019,1637820265,55,-26,-18,63.4428877
10.21538019,1637820265,55,-26,-17,63.16644679
10.24663019,1637820265,55,-26,-18,63.4428877
10.27788019,1637820265,52,-23,-19,59.94997915
10.30913019,1637820265,53,-23,-22,61.82232606
10.34038019,1637820265,55,-23,-23,63.89835679
10.37163019,1637820265,55,-21,-21,62.50599971
10.52789021,1637820266,56,-22,-21,63.72597587
10.55914021,1637820266,56,-23,-22,64.41273166
10.59039021,1637820266,54,-23,-22,62.68173578
10.62164998,1637820266,54,-23,-22,62.68173578
10.65289998,1637820266,55,-22,-21,62.84902545
10.68414998,1637820266,55,-22,-21,62.84902545
10.71539998,1637820266,55,-21,-20,62.17716623
10.74664998,1637820266,55,-22,-21,62.84902545
10.90290999,1637820266,55,-23,-21,63.20601237
10.93415999,1637820266,55,-22,-21,62.84902545
11.09042001,1637820266,55,-23,-22,63.54525946
11.12167001,1637820266,55,-23,-21,63.20601237
11.27793002,1637820266,55,-23,-20,62.88083969
11.30918002,1637820266,55,-24,-20,63.2534584
11.46543002,1637820267,55,-23,-19,62.56996084
