SGTime,Performance
37.8281,1
37.98458,1
38.13908,1
38.29043,1
38.44499,1
38.60188,1
38.75542,1
38.90712,1
39.05864,1
39.21871,1
39.37292,1
39.52677,1
39.68425,1
39.84816,1
40.00666,1
40.16513,1
40.32515,1
40.48504,1
40.64572,1
40.80564,1
40.96605,1
41.12217,1
41.28263,1
41.43911,1
41.59167,1
41.74278,1
41.89457,1
42.04942,1
42.20243,1
42.3544,1
42.5085,1
42.66103,1
42.81501,1
42.96969,1
43.12209,1
43.27879,1
43.43282,1
43.61069,1
43.76841,1
43.92271,1
44.07797,1
44.23361,1
44.38813,1
44.54273,1
44.70211,1
44.85756,1
45.01495,1
45.17327,1
45.33187,1
45.4878,1
45.64407,1
45.80132,1
45.95805,1
46.11522,1
46.27508,1
46.43862,1
46.6063,1
46.78045,1
46.95378,1
47.12424,1
47.30024,1
47.47182,1
47.64854,1
47.82217,1
47.98955,1
48.15477,1
48.32227,1
48.49018,1
48.66367,1
48.83404,1
49.00581,1
49.18435,1
49.36147,1
49.53854,1
49.7341,1
49.91105,1
50.08615,1
50.25991,1
50.4354,1
50.60954,1
50.78445,1
50.95876,1
51.12533,1
51.29722,1
51.46421,1
51.6301,1
51.79593,1
51.96428,1
52.13161,1
52.3,1
52.46655,1
52.6346,1
52.80242,1
52.97141,1
53.13892,1
53.30887,1
53.47734,1
53.64561,1
53.81513,1
53.98912,1
54.16087,1
54.33264,1
54.50222,1
54.67487,1
54.84571,1
55.01683,1
55.1897,1
55.36633,1
55.54093,1
55.71454,1
55.88714,1
56.0814,1
56.25515,1
56.43144,1
56.60844,1
56.78542,1
56.96225,1
57.13837,1
57.31716,1
57.49184,1
57.66717,1
57.85319,1
58.04263,1
58.22986,1
58.42348,1
58.6072,1
58.79459,1
58.98659,1
59.18015,1
59.372,1
59.56605,1
59.75386,1
59.93826,1
60.12283,1
60.31266,1
60.50459,1
60.69536,1
60.88838,1
61.08183,1
61.27179,1
61.46231,1
61.65614,1
61.8468,1
62.03678,1
62.22736,1
62.41237,1
62.59779,1
62.80319,1
62.98959,1
63.18048,1
63.37077,1
63.55622,1
63.74214,1
63.92814,1
64.1154,1
64.29967,1
64.48885,1
64.67456,1
64.85968,1
65.04751,1
65.23775,1
65.42977,1
65.62369,1
65.81327,1
66.00419,1
66.19784,1
66.38892,1
66.58228,1
66.7773,1
66.97117,1
67.1674,1
67.36723,1
67.5724,1
67.7794,1
67.98507,1
68.19523,1
68.40546,1
68.61628,1
68.83445,1
69.04271,1
69.24542,1
69.44775,1
69.65498,1
69.85984,1
70.09087,1
70.30511,1
70.51908,1
70.72659,1
70.93835,1
71.14538,1
71.35402,1
71.56598,1
71.76865,1
71.97838,1
72.17908,1
72.37775,1
72.57698,1
72.77562,1
72.97855,1
73.17946,1
73.38187,1
73.5845,1
73.78692,1
73.99117,1
74.19267,1
74.39414,1
74.59697,1
74.80113,1
