SGTime,Performance
44.52672,1
44.60788,1
44.6814,1
44.75509,1
44.82637,1
44.90076,1
44.97318,1
45.046,1
45.11797,1
45.19195,1
45.26454,1
45.33881,1
45.42451,1
45.50781,1
45.58393,1
45.65872,1
45.73658,1
45.80892,1
45.88293,1
45.98069,1
46.05898,1
46.13321,1
46.2059,1
46.29345,1
46.36973,1
46.44281,1
46.51558,1
46.59449,1
46.67067,1
46.74732,1
46.82856,1
46.90553,1
46.97932,1
47.06789,1
47.1512,1
47.22895,1
47.30442,1
47.38491,1
47.46159,1
47.54098,1
47.61758,1
47.69385,1
47.76771,1
47.8445,1
47.91986,1
47.99699,1
48.07097,1
48.15869,1
48.23946,1
48.31739,1
48.39101,1
48.46824,1
48.54285,1
48.62039,1
48.69493,1
48.77272,1
48.84749,1
48.92551,1
49.02827,1
49.11866,1
49.1962,1
49.27262,1
49.34861,1
49.42467,1
49.49953,1
49.57515,1
49.65001,1
49.72552,1
49.79979,1
49.87603,1
49.95201,1
50.02888,1
50.10483,1
50.19516,1
50.27767,1
50.35432,1
50.42976,1
50.50683,1
50.58189,1
50.65877,1
50.73418,1
50.81587,1
50.89152,1
50.96917,1
51.04468,1
51.13568,1
51.22448,1
51.30408,1
51.38242,1
51.45858,1
51.53642,1
51.61302,1
51.69137,1
51.76873,1
51.84682,1
51.93178,1
52.01071,1
52.1169,1
52.20655,1
52.29121,1
52.36893,1
52.44613,1
52.52499,1
52.6025,1
52.68814,1
52.76508,1
52.84428,1
52.92243,1
53.00246,1
53.08036,1
53.15964,1
53.2374,1
53.32954,1
53.41102,1
53.48901,1
53.56703,1
53.64669,1
53.72496,1
53.804,1
53.88272,1
53.96308,1
54.04142,1
54.12149,1
54.19987,1
54.29324,1
54.38009,1
54.45813,1
54.53826,1
54.61637,1
54.69558,1
54.77454,1
54.85479,1
54.93454,1
55.01572,1
55.09368,1
55.17473,1
55.29995,1
55.38741,1
55.46628,1
55.54665,1
55.62564,1
55.70617,1
55.78485,1
55.86544,1
55.94605,1
56.02755,1
56.10684,1
56.18886,1
56.2686,1
56.36384,1
56.44864,1
56.52829,1
56.61059,1
56.69495,1
56.77666,1
56.86425,1
56.94672,1
57.02734,1
57.10943,1
57.19093,1
57.27363,1
57.37247,1
57.46043,1
57.54524,1
57.63078,1
57.71353,1
57.79823,1
57.87975,1
57.96848,1
