SGTime,Performance
183.3692,1
183.7456,1
184.1163,1
184.4937,1
184.8728,1
185.2597,1
185.6343,1
186.0142,1
186.3897,1
186.7636,1
187.1328,1
187.5224,1
187.9033,1
188.2908,1
188.6766,1
189.0768,1
189.4567,1
189.8314,1
190.2026,1
190.5749,1
190.951,1
191.3206,1
191.6901,1
192.0596,1
192.4354,1
192.8174,1
193.1978,1
193.5799,1
193.9713,1
194.357,1
194.7472,1
195.1314,1
195.5179,1
195.9056,1
196.2882,1
196.6767,1
197.0639,1
197.445,1
197.8293,1
198.2121,1
198.5961,1
198.9813,1
199.3672,1
199.8034,1
200.1965,1
200.5898,1
200.9843,1
201.3759,1
201.7722,1
202.1737,1
202.5588,1
202.9372,1
203.3266,1
203.7103,1
204.0977,1
204.4833,1
204.87,1
205.2625,1
205.6535,1
206.0396,1
206.4405,1
206.8424,1
207.2316,1
207.6227,1
208.0142,1
208.4062,1
208.811,1
209.2029,1
209.5951,1
209.9999,1
210.4279,1
210.8211,1
211.2282,1
211.6308,1
212.0341,1
212.4373,1
212.8438,1
213.2518,1
213.6618,1
214.0656,1
214.4762,1
214.8825,1
215.2919,1
215.6986,1
216.1081,1
216.5149,1
216.9275,1
217.3475,1
217.7666,1
218.1814,1
218.595,1
219.0122,1
219.4292,1
219.8428,1
220.2591,1
220.7139,1
221.1349,1
221.5581,1
221.9786,1
222.3989,1
222.8225,1
223.2456,1
223.6736,1
224.0918,1
224.5145,1
224.9415,1
225.3635,1
225.788,1
226.215,1
226.641,1
227.0682,1
227.4955,1
227.926,1
228.3501,1
228.7801,1
229.2116,1
229.6369,1
230.0646,1
230.5008,1
230.955,1
231.3881,1
231.8224,1
232.2607,1
232.6993,1
233.1397,1
233.577,1
234.0177,1
234.4573,1
234.8961,1
235.3356,1
235.7818,1
236.2221,1
236.6614,1
237.1028,1
237.5446,1
237.9893,1
238.4324,1
238.87,1
239.32,1
239.7669,1
240.2114,1
240.6975,1
241.1456,1
241.5934,1
242.0435,1
242.492,1
242.9438,1
243.3934,1
243.8437,1
244.3062,1
244.7872,1
245.2488,1
245.7228,1
246.205,1
246.6856,1
247.143,1
247.6032,1
248.0904,1
248.5457,1
248.9996,1
249.4859,1
250.0091,1
250.4994,1
250.9784,1
251.4474,1
251.9201,1
252.3905,1
252.8772,1
253.3673,1
253.8601,1
254.3436,1
254.8268,1
255.317,1
255.8046,1
256.2971,1
256.7809,1
257.2645,1
257.7564,1
258.2333,1
258.7369,1
259.2594,1
259.751,1
260.2426,1
260.7397,1
261.2395,1
261.7417,1
262.2353,1
262.7178,1
263.2124,1
263.7057,1
264.2005,1
264.6987,1
265.2048,1
265.6911,1
266.1821,1
266.6641,1
267.1597,1
267.657,1
268.1733,1
268.6679,1
269.1682,1
269.6718,1
270.1712,1
270.6732,1
271.1714,1
271.6725,1
272.1684,1
272.6711,1
273.1777,1
273.6827,1
274.1862,1
274.6891,1
275.195,1
275.7061,1
276.2411,1
276.752,1
277.2626,1
277.7746,1
278.2721,1
278.7779,1
279.2901,1
279.8055,1
280.3195,1
280.8168,1
281.3311,1
281.8466,1
282.3653,1
282.8798,1
283.3995,1
283.9188,1
284.466,1
284.9841,1
285.5031,1
286.021,1
286.5298,1
287.0515,1
287.5744,1
288.0982,1
288.6215,1
289.1509,1
289.683,1
290.2075,1
290.7375,1
291.2506,1
291.7823,1
292.3501,1
292.88,1
293.4205,1
293.9685,1
294.5056,1
295.0428,1
295.5766,1
296.1096,1
296.64,1
297.1776,1
297.7155,1
298.2563,1
298.7993,1
299.3647,1
299.9081,1
300.4379,1
300.9845,1
301.54,1
302.0885,1
302.6398,1
303.203,1
303.7596,1
304.2988,1
304.8483,1
305.3969,1
305.9348,1
306.5169,1
307.0703,1
307.623,1
308.1586,1
308.6983,1
309.2574,1
309.8098,1
310.3647,1
310.9226,1
311.4827,1
312.0398,1
312.5835,1
313.1774,1
313.737,1
314.3,1
314.8598,1
315.4189,1
315.9794,1
316.5408,1
317.1051,1
317.6699,1
318.2347,1
318.7967,1
319.4054,1
319.9751,1
320.5438,1
321.1157,1
321.6874,1
322.258,1
322.8328,1
323.4097,1
323.9831,1
324.557,1
325.1364,1
325.7087,1
326.2839,1
326.8928,1
327.4579,1
328.0219,1
328.601,1
329.1702,1
329.7497,1
330.3332,1
330.9192,1
331.5038,1
332.0918,1
332.683,1
333.2743,1
333.8944,1
334.4832,1
335.0735,1
335.6713,1
336.2794,1
336.8894,1
337.4874,1
338.096,1
338.6966,1
339.2881,1
339.8959,1
340.5082,1
341.1604,1
341.7781,1
342.3975,1
343.0241,1
343.6532,1
344.2709,1
344.8884,1
345.5073,1
346.1305,1
346.7488,1
347.3728,1
347.996,1
348.6558,1
349.2965,1
349.9206,1
350.5529,1
351.186,1
351.8231,1
352.4566,1
353.0825,1
353.7185,1
354.3481,1
354.9865,1
355.6249,1
356.2672,1
356.9436,1
357.5903,1
358.2362,1
358.8802,1
359.5271,1
360.1634,1
360.8089,1
361.4572,1
362.1068,1
362.7562,1
363.4085,1
364.0871,1
364.7384,1
365.3853,1
366.024,1
366.6621,1
367.307,1
367.9458,1
368.5874,1
369.2266,1
