SGTime,Performance
28.728,1
28.8731,1
29.01066,1
29.14929,1
29.2836,1
29.41753,1
29.57283,1
29.70781,1
29.84391,1
29.97949,1
30.11394,1
30.24985,1
30.3892,1
30.52886,1
30.66607,1
30.80638,1
30.95577,1
31.1019,1
31.23913,1
31.37793,1
31.51643,1
31.65558,1
31.79594,1
31.93422,1
32.07587,1
32.21887,1
32.36233,1
32.50122,1
32.64244,1
32.78609,1
32.93034,1
33.0709,1
33.2136,1
33.35642,1
33.50498,1
33.64452,1
33.79052,1
33.93652,1
34.07928,1
34.22204,1
34.38675,1
34.53225,1
34.67684,1
34.81838,1
34.96416,1
35.11193,1
35.25909,1
35.40525,1
35.54976,1
35.69652,1
35.84153,1
35.98394,1
36.12825,1
36.27588,1
36.42133,1
36.56608,1
36.71061,1
36.85737,1
37.00673,1
37.15252,1
37.30457,1
37.46259,1
37.61213,1
37.76435,1
37.91323,1
38.06137,1
38.2119,1
38.36229,1
38.51534,1
38.66989,1
38.82158,1
38.97657,1
39.13082,1
39.31063,1
39.47678,1
39.63531,1
39.78699,1
39.94366,1
40.09811,1
40.2518,1
40.40782,1
40.56393,1
40.72041,1
40.8758,1
41.03413,1
41.19196,1
41.34974,1
41.50439,1
41.66117,1
41.81765,1
41.97435,1
42.12878,1
42.28488,1
42.44176,1
42.5995,1
42.75706,1
42.91718,1
43.07926,1
43.23719,1
43.39628,1
43.55701,1
43.71683,1
43.87651,1
44.03898,1
44.19892,1
44.3593,1
44.51974,1
44.70124,1
44.86206,1
45.0253,1
45.19059,1
45.3518,1
45.51412,1
45.67585,1
45.8389,1
45.99978,1
46.16188,1
46.32671,1
46.49957,1
46.67074,1
46.83655,1
47.00196,1
47.1732,1
47.34185,1
47.51001,1
47.67611,1
47.84253,1
48.00837,1
48.17525,1
48.34253,1
48.51831,1
48.68972,1
48.85785,1
49.02641,1
49.19514,1
49.36492,1
49.53574,1
49.70595,1
49.87536,1
50.04884,1
50.23911,1
50.40994,1
50.58199,1
50.76274,1
50.94072,1
51.11452,1
51.28804,1
51.46079,1
51.63557,1
51.81114,1
51.98824,1
52.16374,1
52.34289,1
52.52194,1
52.69964,1
52.88824,1
53.06919,1
53.24647,1
53.42237,1
53.59945,1
