SGTime,Performance
28.66575,1
28.81219,1
28.94735,1
29.08744,1
29.22847,1
29.37074,1
29.51302,1
29.65966,1
29.80613,1
29.96231,1
30.11907,1
30.25657,1
30.39888,1
30.54047,1
30.67912,1
30.82414,1
30.96741,1
31.1067,1
31.24386,1
31.37994,1
31.52155,1
31.66458,1
31.80588,1
31.94629,1
32.08579,1
32.2308,1
32.37321,1
32.51003,1
32.65119,1
32.79765,1
32.96518,1
33.11616,1
33.2649,1
33.42323,1
33.57978,1
33.72534,1
33.89146,1
34.04875,1
34.20086,1
34.3525,1
34.50825,1
34.65964,1
34.81163,1
34.97679,1
35.13189,1
35.27668,1
35.4225,1
35.57534,1
35.72103,1
35.87368,1
36.01802,1
36.16165,1
36.30927,1
36.45449,1
36.60078,1
36.75257,1
36.90668,1
37.06649,1
37.22116,1
37.37659,1
37.52662,1
37.6799,1
37.82639,1
37.97915,1
38.12891,1
38.28436,1
38.43269,1
38.58886,1
38.74044,1
38.89692,1
39.05116,1
39.21107,1
39.37051,1
39.52246,1
39.67723,1
39.83033,1
39.99001,1
40.18023,1
40.34085,1
40.5043,1
40.66827,1
40.82876,1
40.98265,1
41.14486,1
41.30304,1
41.46127,1
41.62867,1
41.79763,1
41.96439,1
42.12723,1
42.29715,1
42.4645,1
42.62552,1
42.78268,1
42.93835,1
43.09162,1
43.24857,1
43.4142,1
43.58097,1
43.74495,1
43.90062,1
44.05503,1
44.21053,1
44.36925,1
44.53859,1
44.70558,1
44.87202,1
45.03957,1
45.2094,1
45.37727,1
45.56917,1
45.74356,1
45.91074,1
46.07018,1
46.23015,1
46.39723,1
46.55739,1
46.72964,1
46.89561,1
47.05695,1
47.21862,1
47.37842,1
47.54186,1
47.71268,1
47.88166,1
48.05332,1
48.22723,1
48.39758,1
48.56636,1
48.73466,1
48.90128,1
49.07662,1
49.24146,1
49.43607,1
49.61529,1
49.78276,1
49.95391,1
50.12448,1
50.30238,1
50.47246,1
50.63988,1
50.80903,1
50.97875,1
51.16647,1
51.33416,1
51.50592,1
51.68011,1
51.84855,1
52.02571,1
52.20197,1
52.37754,1
52.54683,1
52.71525,1
52.89325,1
53.07101,1
53.25226,1
53.4247,1
