SGTime,Performance
66.96511,1
67.16343,1
67.35819,1
67.55359,1
67.75778,1
67.94995,1
68.14911,1
68.34532,1
68.54853,1
68.74667,1
68.94452,1
69.14286,1
69.33791,1
69.53149,1
69.72968,1
69.93536,1
70.14243,1
70.34734,1
70.55676,1
70.76672,1
70.97591,1
71.18353,1
71.38892,1
71.59939,1
71.81393,1
72.02496,1
72.23331,1
72.43917,1
72.64587,1
72.85294,1
73.08903,1
73.2991,1
73.5013,1
73.70853,1
73.91145,1
74.10852,1
74.31058,1
74.51582,1
74.72049,1
74.92117,1
75.12136,1
75.32513,1
75.53075,1
75.73553,1
75.9382,1
76.14017,1
76.34303,1
76.54594,1
76.74918,1
76.957,1
77.1636,1
77.36817,1
77.57763,1
77.79021,1
77.99673,1
78.20436,1
78.40763,1
78.6145,1
78.82183,1
79.0293,1
79.23759,1
79.44586,1
79.65646,1
79.86591,1
80.07545,1
80.28738,1
80.49961,1
80.71053,1
80.922,1
81.13298,1
81.37029,1
81.58265,1
81.79493,1
82.00378,1
82.21585,1
82.42412,1
82.63583,1
82.84596,1
83.0579,1
83.27123,1
83.4799,1
83.7032,1
83.91399,1
84.1255,1
84.33595,1
84.54952,1
84.76147,1
84.97526,1
85.18876,1
85.40273,1
85.62228,1
85.83955,1
86.05437,1
86.26957,1
86.48392,1
86.69975,1
86.91508,1
87.13069,1
87.3496,1
87.56812,1
87.78838,1
88.00754,1
88.22352,1
88.4399,1
88.65824,1
88.8738,1
89.09344,1
89.30991,1
89.53156,1
89.78358,1
90.01083,1
90.23029,1
90.4481,1
90.66901,1
90.89035,1
91.11201,1
91.33532,1
91.56104,1
91.79532,1
92.0237,1
92.25169,1
92.47799,1
92.69997,1
92.92304,1
93.14781,1
93.37337,1
93.60432,1
93.84058,1
94.06884,1
94.29591,1
94.52162,1
94.74843,1
94.98319,1
95.21266,1
95.44704,1
95.68302,1
95.91774,1
96.14888,1
96.38025,1
96.61475,1
96.84696,1
97.07759,1
97.30633,1
97.53339,1
97.77316,1
98.00448,1
98.23483,1
98.46983,1
98.7042,1
98.96825,1
99.19537,1
99.43058,1
99.66879,1
99.90308,1
100.1366,1
100.3654,1
100.5969,1
100.8313,1
101.0657,1
101.3005,1
101.5342,1
101.7757,1
102.0154,1
102.2515,1
102.4886,1
102.727,1
102.9663,1
103.207,1
103.4487,1
103.6945,1
103.9439,1
104.187,1
104.432,1
104.6801,1
104.9285,1
105.1863,1
105.4353,1
105.6957,1
105.9517,1
106.2025,1
106.4552,1
106.7126,1
106.9676,1
107.2248,1
107.4764,1
107.7414,1
108.0011,1
108.2624,1
108.5516,1
108.8133,1
109.0772,1
109.3362,1
109.5938,1
109.8608,1
110.1209,1
110.3879,1
110.6499,1
110.9138,1
111.1734,1
111.4286,1
111.6918,1
111.95,1
112.2079,1
112.4721,1
112.7342,1
113.0022,1
113.265,1
113.5305,1
113.8018,1
114.0625,1
114.3213,1
114.5805,1
114.8412,1
115.1023,1
115.3638,1
115.6296,1
115.8951,1
116.1569,1
116.4179,1
116.6844,1
116.9531,1
117.2197,1
117.4846,1
117.7558,1
118.0192,1
118.2923,1
118.5901,1
118.8556,1
119.1219,1
119.3931,1
119.667,1
119.9559,1
120.2226,1
120.501,1
120.7704,1
121.0344,1
121.3006,1
121.5676,1
121.8388,1
122.1058,1
122.3718,1
122.6379,1
122.9031,1
123.1688,1
123.4344,1
123.7077,1
123.974,1
124.2453,1
124.5109,1
124.7801,1
125.0469,1
125.3156,1
125.5854,1
125.867,1
126.139,1
126.4095,1
126.6784,1
126.9482,1
127.2199,1
127.4909,1
127.7651,1
128.0373,1
128.3062,1
128.5785,1
128.8821,1
129.1615,1
129.4344,1
129.711,1
129.9889,1
130.267,1
130.5418,1
130.8202,1
131.1,1
131.3802,1
131.6631,1
131.9457,1
132.2263,1
132.5044,1
132.7817,1
133.0605,1
133.3422,1
133.6258,1
133.9114,1
134.193,1
134.4735,1
134.7563,1
135.0387,1
135.3204,1
135.6009,1
135.8951,1
136.1776,1
136.4659,1
136.7498,1
137.0407,1
137.325,1
137.6149,1
137.9065,1
138.1911,1
138.4745,1
138.7592,1
139.0442,1
139.3291,1
139.6156,1
139.9431,1
140.2499,1
140.5506,1
140.8518,1
141.1498,1
141.4502,1
141.7504,1
142.0481,1
142.347,1
142.64,1
142.935,1
143.225,1
143.52,1
143.8178,1
144.1091,1
144.4018,1
144.6949,1
144.9869,1
145.2839,1
145.5765,1
145.8797,1
146.1774,1
146.4724,1
146.768,1
147.065,1
147.3634,1
147.664,1
147.9666,1
148.2713,1
148.5693,1
148.8658,1
149.162,1
149.4696,1
149.7815,1
150.0897,1
150.3952,1
150.7027,1
151.0054,1
151.3442,1
151.6502,1
151.96,1
152.2625,1
152.5697,1
152.8746,1
153.1843,1
153.4871,1
153.7977,1
154.1022,1
154.4066,1
154.7101,1
155.0222,1
155.3291,1
155.6383,1
155.9532,1
156.2688,1
156.5748,1
156.8855,1
157.1943,1
157.506,1
157.8233,1
158.1417,1
158.4519,1
158.7647,1
159.0758,1
159.3881,1
159.7004,1
160.021,1
160.3341,1
160.6504,1
160.9662,1
161.2839,1
161.5994,1
161.9205,1
162.2359,1
162.5558,1
162.8796,1
163.2548,1
163.5868,1
163.9176,1
164.2383,1
164.5572,1
164.8799,1
165.1997,1
165.5244,1
165.8484,1
166.1733,1
166.493,1
166.8195,1
167.1413,1
167.4664,1
167.7944,1
168.1217,1
168.4505,1
168.7776,1
169.1044,1
169.4308,1
169.7594,1
170.0892,1
170.4155,1
170.7466,1
171.0716,1
171.3981,1
171.7288,1
172.0603,1
172.3932,1
172.7264,1
173.0625,1
173.3984,1
173.7331,1
174.072,1
174.4089,1
174.7448,1
175.0763,1
175.4142,1
175.7901,1
176.1308,1
176.4666,1
176.8047,1
177.1402,1
177.4809,1
177.8181,1
178.1588,1
178.499,1
178.8405,1
179.1817,1
179.5201,1
179.8624,1
180.2067,1
180.5484,1
180.8937,1
181.2373,1
181.5842,1
181.9355,1
182.2838,1
182.6305,1
182.9773,1
183.3225,1
183.6674,1
184.0289,1
184.3854,1
184.7376,1
185.1,1
185.4577,1
185.8256,1
186.1889,1
186.5541,1
186.9213,1
187.2882,1
187.6527,1
188.0238,1
188.391,1
188.8073,1
189.1779,1
189.5434,1
189.9133,1
190.2789,1
190.6457,1
191.0125,1
191.3804,1
191.7519,1
192.1355,1
192.5055,1
192.883,1
193.2577,1
193.6371,1
194.0119,1
194.3892,1
194.766,1
195.1451,1
195.5148,1
195.877,1
196.2426,1
196.6188,1
196.9967,1
197.3688,1
197.739,1
198.1227,1
198.494,1
198.8702,1
199.2385,1
199.6197,1
200.0056,1
200.3861,1
200.7659,1
201.1415,1
201.51,1
201.8835,1
202.2531,1
202.663,1
203.0394,1
203.4142,1
203.7871,1
204.1601,1
204.5376,1
204.914,1
205.293,1
205.6734,1
206.0565,1
206.4335,1
206.8103,1
207.1897,1
207.5708,1
207.9514,1
208.3385,1
208.7173,1
209.1006,1
209.4823,1
209.8661,1
210.2518,1
210.6365,1
211.0169,1
211.4058,1
211.7884,1
212.1792,1
212.5639,1
212.9522,1
213.3412,1
213.7281,1
214.1174,1
214.5064,1
214.895,1
215.2961,1
215.696,1
216.1049,1
216.4972,1
216.9257,1
217.3145,1
217.7071,1
218.1034,1
218.4968,1
218.8859,1
219.2928,1
219.686,1
220.0905,1
220.4945,1
220.9085,1
221.329,1
221.747,1
222.1731,1
222.5943,1
223.0143,1
223.4345,1
223.8587,1
224.2799,1
224.7071,1
225.134,1
225.5594,1
225.9923,1
226.422,1
226.8524,1
227.2824,1
227.7196,1
228.1514,1
228.5852,1
229.0207,1
229.4523,1
229.8864,1
230.3209,1
230.753,1
231.1966,1
231.6379,1
232.1112,1
232.5541,1
232.9959,1
233.4331,1
233.8663,1
234.2946,1
234.7189,1
235.1463,1
235.5719,1
236.0059,1
236.4384,1
236.868,1
237.2944,1
237.7263,1
238.163,1
238.5941,1
239.0251,1
239.46,1
239.897,1
240.3445,1
240.7905,1
241.2397,1
241.6805,1
242.1221,1
242.5639,1
243.0025,1
243.438,1
243.8797,1
244.3238,1
244.7639,1
245.2073,1
245.6525,1
246.1006,1
246.5426,1
246.9876,1
247.4328,1
247.9173,1
248.3637,1
248.8097,1
249.2574,1
249.7049,1
250.1637,1
250.6123,1
251.0589,1
251.5095,1
251.9629,1
252.4134,1
252.8663,1
253.3155,1
253.7676,1
254.2247,1
254.6845,1
255.1422,1
255.5965,1
256.0608,1
256.5205,1
256.9784,1
257.4333,1
257.8899,1
258.339,1
258.796,1
259.2537,1
259.7131,1
260.1823,1
260.6334,1
261.0869,1
261.5433,1
262.0009,1
262.4577,1
262.9174,1
263.3845,1
263.8313,1
264.3391,1
264.7883,1
265.2589,1
265.7192,1
266.2076,1
266.6868,1
267.1788,1
267.6657,1
268.163,1
268.6584,1
269.1524,1
269.6452,1
270.1466,1
270.6292,1
271.1245,1
271.6243,1
272.1182,1
272.6177,1
273.1237,1
273.6236,1
274.1286,1
274.6345,1
275.136,1
275.6377,1
276.1469,1
276.6491,1
277.15,1
277.6575,1
278.1718,1
278.6813,1
279.183,1
279.6875,1
280.191,1
280.6886,1
281.1852,1
281.7229,1
282.2117,1
282.7067,1
283.1911,1
283.6855,1
284.1887,1
284.6875,1
285.1884,1
285.6891,1
286.197,1
286.704,1
287.2095,1
287.7185,1
288.2263,1
288.7361,1
289.2491,1
289.7563,1
290.2706,1
290.7797,1
291.2742,1
291.7851,1
292.305,1
292.8221,1
293.321,1
293.84,1
294.3604,1
294.8753,1
295.394,1
295.9144,1
296.4392,1
296.97,1
297.5097,1
298.0447,1
298.5872,1
299.1337,1
299.7196,1
300.2459,1
300.7987,1
301.3452,1
301.898,1
302.4547,1
302.9937,1
303.5409,1
304.0861,1
304.6329,1
305.1812,1
305.7365,1
306.2956,1
306.8294,1
307.365,1
307.9167,1
308.4633,1
309.0013,1
309.5464,1
310.1001,1
310.6414,1
311.1842,1
311.7257,1
312.2716,1
312.8135,1
313.3624,1
313.9131,1
314.4613,1
315.0111,1
315.5627,1
316.1189,1
316.6725,1
317.2232,1
317.7747,1
318.3326,1
318.934,1
319.4881,1
320.0446,1
320.6028,1
321.1611,1
321.7191,1
322.2831,1
322.8449,1
323.4043,1
323.9634,1
324.5285,1
325.0888,1
325.6526,1
326.2199,1
326.7885,1
327.3596,1
327.9275,1
328.4994,1
329.0735,1
329.6437,1
330.2224,1
330.7917,1
331.3622,1
331.9375,1
332.5157,1
333.0911,1
333.6693,1
334.2509,1
334.8116,1
335.3896,1
335.9649,1
336.5565,1
337.1535,1
337.7546,1
338.356,1
339.001,1
339.6036,1
340.2106,1
340.8176,1
341.4264,1
342.0349,1
342.6399,1
343.2462,1
343.8567,1
344.4643,1
345.0788,1
345.686,1
346.2988,1
346.9065,1
347.5203,1
348.1417,1
348.7572,1
349.3673,1
349.9651,1
350.5697,1
351.1758,1
351.7773,1
352.388,1
352.9983,1
353.6084,1
354.2296,1
354.8385,1
355.4475,1
356.0614,1
356.6762,1
357.2879,1
357.903,1
358.5234,1
359.1886,1
359.8146,1
360.438,1
361.0554,1
361.6733,1
362.2986,1
362.9248,1
363.5285,1
364.1595,1
364.7849,1
365.4114,1
366.0358,1
366.6674,1
367.2914,1
367.9242,1
368.5574,1
369.2017,1
369.854,1
370.5127,1
371.172,1
371.8315,1
372.4868,1
373.1345,1
373.7871,1
374.449,1
375.1122,1
375.7704,1
376.428,1
377.0897,1
377.7534,1
378.4201,1
379.0835,1
379.7415,1
380.4062,1
381.1214,1
381.7798,1
382.4516,1
383.1168,1
383.7889,1
384.4553,1
385.1246,1
385.793,1
386.4641,1
387.1319,1
387.8017,1
388.4664,1
389.1306,1
389.7897,1
390.4495,1
391.1116,1
391.7702,1
392.4378,1
393.1036,1
393.7694,1
394.4411,1
395.1012,1
395.7721,1
396.4456,1
397.1133,1
397.7802,1
398.4522,1
399.1198,1
399.7924,1
400.4651,1
401.135,1
401.8123,1
402.4894,1
403.2112,1
403.8685,1
404.5542,1
405.2314,1
405.9058,1
406.5917,1
407.2761,1
407.9699,1
408.6706,1
409.371,1
410.0801,1
410.7886,1
411.4936,1
412.2094,1
412.9265,1
413.6306,1
414.3438,1
415.0531,1
415.756,1
416.4696,1
417.1854,1
417.8981,1
418.614,1
419.3209,1
420.0238,1
420.7293,1
421.4294,1
422.1423,1
422.8666,1
423.5767,1
424.3049,1
425.0292,1
425.8056,1
426.5397,1
427.2676,1
427.9978,1
428.7285,1
429.4637,1
430.1887,1
430.911,1
431.6372,1
432.3607,1
433.0741,1
433.7943,1
434.5232,1
435.2469,1
435.9757,1
436.6838,1
437.3881,1
438.091,1
438.7988,1
439.5017,1
440.207,1
440.9143,1
441.6381,1
442.3656,1
443.0931,1
443.8166,1
444.5496,1
445.2747,1
446.0152,1
446.761,1
447.513,1
448.2711,1
449.0258,1
449.8328,1
450.5926,1
451.3521,1
452.1104,1
452.8703,1
453.6213,1
454.3813,1
455.1408,1
455.8984,1
456.6595,1
457.4178,1
458.1711,1
458.9299,1
459.6866,1
460.4483,1
461.2081,1
461.9719,1
462.7425,1
463.5074,1
464.2756,1
465.0481,1
465.8206,1
466.5955,1
467.3634,1
468.1261,1
468.8905,1
469.6558,1
470.4157,1
471.1772,1
471.9431,1
472.7278,1
473.4998,1
474.3303,1
475.0969,1
475.8723,1
476.6445,1
477.4184,1
478.1895,1
478.9669,1
479.7452,1
480.524,1
481.3033,1
482.0816,1
482.8662,1
483.6469,1
484.4354,1
485.2147,1
485.9988,1
486.7821,1
487.565,1
488.3554,1
489.1436,1
489.9322,1
490.7222,1
491.5165,1
492.3127,1
493.1094,1
493.9019,1
494.7002,1
495.5056,1
496.3243,1
497.1346,1
497.9508,1
498.779,1
499.6073,1
500.4907,1
501.3199,1
502.1436,1
502.9701,1
503.7918,1
504.6208,1
505.4401,1
506.2504,1
507.0646,1
507.8748,1
508.6995,1
509.5322,1
510.3659,1
511.1943,1
512.0103,1
512.8268,1
513.6467,1
514.4688,1
515.2871,1
516.1051,1
516.9338,1
517.7568,1
518.5817,1
519.4074,1
520.2443,1
521.0805,1
521.913,1
522.7502,1
523.5844,1
524.4305,1
525.2638,1
526.1461,1
526.9902,1
527.8263,1
528.6683,1
529.5057,1
530.3411,1
531.1811,1
532.027,1
532.8745,1
533.7181,1
534.5624,1
535.4051,1
536.2509,1
537.1025,1
537.9539,1
538.8043,1
539.6504,1
540.5053,1
541.357,1
542.209,1
543.0639,1
543.929,1
544.788,1
545.6402,1
546.5039,1
547.3591,1
548.2247,1
549.0904,1
549.9534,1
550.82,1
551.6838,1
552.5632,1
553.4964,1
554.363,1
555.2388,1
556.1072,1
556.9816,1
557.8515,1
558.7243,1
559.6022,1
560.4791,1
561.3581,1
562.2359,1
563.1288,1
564.0068,1
564.8961,1
565.7804,1
566.6671,1
567.5528,1
568.4455,1
569.3368,1
570.2281,1
571.1216,1
572.0288,1
572.9321,1
573.8315,1
574.7338,1
575.6429,1
576.5471,1
577.4559,1
578.3677,1
579.2797,1
580.1819,1
581.1039,1
582.0657,1
582.9737,1
583.888,1
584.812,1
585.7249,1
586.6418,1
587.5524,1
588.4684,1
589.3839,1
590.2962,1
591.212,1
592.131,1
593.0489,1
593.9651,1
594.8951,1
595.8149,1
596.7422,1
597.6638,1
598.5914,1
599.5181,1
600.4451,1
601.3716,1
602.3013,1
603.2416,1
604.1901,1
605.1409,1
606.0948,1
607.0562,1
608.0175,1
608.9821,1
609.9419,1
610.9518,1
611.9127,1
612.8762,1
613.8269,1
614.778,1
615.7399,1
616.7036,1
617.6632,1
618.6243,1
619.5907,1
620.553,1
621.5213,1
622.4881,1
623.4503,1
624.4033,1
625.3625,1
626.3193,1
627.2825,1
628.2436,1
629.2069,1
630.1667,1
631.1316,1
632.0905,1
633.0593,1
634.0256,1
634.9976,1
635.9681,1
636.9346,1
637.9052,1
638.8762,1
639.9006,1
640.8782,1
641.8569,1
642.8395,1
643.7909,1
644.7715,1
645.7537,1
646.7439,1
647.7257,1
648.7119,1
649.6961,1
650.6805,1
651.6362,1
652.6234,1
653.6131,1
654.6052,1
655.5935,1
656.5858,1
657.5732,1
658.5632,1
659.5601,1
660.5535,1
661.5577,1
662.5548,1
663.5564,1
664.556,1
665.5624,1
666.5794,1
667.596,1
668.6194,1
669.6515,1
670.7516,1
671.7789,1
672.8136,1
673.8363,1
674.8658,1
675.8951,1
676.9301,1
677.9637,1
678.9992,1
680.0306,1
681.064,1
682.0893,1
683.1077,1
684.1253,1
685.1483,1
686.1718,1
687.199,1
688.223,1
689.2518,1
690.2766,1
691.3101,1
692.3477,1
693.3839,1
694.4152,1
695.4496,1
696.4876,1
697.5245,1
698.5682,1
699.6113,1
700.6483,1
701.7475,1
702.7957,1
703.8372,1
704.8824,1
705.9269,1
706.9763,1
708.0264,1
709.0804,1
710.129,1
711.1886,1
712.2509,1
713.3255,1
714.3994,1
715.4711,1
716.5317,1
717.6052,1
718.6724,1
719.7513,1
720.8062,1
721.8663,1
722.9359,1
724.0008,1
725.0713,1
726.1459,1
727.2175,1
728.2881,1
729.3738,1
730.4626,1
731.551,1
732.6284,1
733.7123,1
734.8521,1
735.9327,1
737.0167,1
738.1024,1
739.1866,1
740.2723,1
741.3579,1
742.4517,1
743.5421,1
744.6294,1
745.7202,1
746.8069,1
747.8981,1
748.9962,1
750.0853,1
751.1786,1
752.2733,1
753.3881,1
754.5049,1
755.6311,1
756.7609,1
757.8897,1
759.0145,1
760.1353,1
761.2565,1
762.3677,1
763.4846,1
764.5944,1
765.7115,1
766.905,1
768.025,1
769.1446,1
770.2637,1
771.3842,1
772.509,1
773.6333,1
774.7544,1
775.8723,1
776.9925,1
778.1136,1
779.2377,1
780.367,1
781.4973,1
782.6446,1
783.793,1
784.9485,1
786.1101,1
787.2762,1
788.4284,1
789.5922,1
790.7465,1
791.9063,1
793.0658,1
794.2232,1
795.3858,1
796.5475,1
797.7708,1
798.9357,1
800.0869,1
801.2422,1
802.3925,1
803.5457,1
804.6995,1
805.8538,1
807.0039,1
808.1535,1
809.3109,1
810.4669,1
811.6253,1
812.7817,1
813.9417,1
815.1115,1
816.2754,1
817.4388,1
818.6024,1
819.7789,1
820.9641,1
822.1596,1
823.3492,1
824.5407,1
