SGTime,UnixTime,ST
1.10727071762085,1636778362.69608,32.97
1.35728073120117,1636778362.94609,32.97
1.60730075836182,1636778363.19611,32.97
1.85731077194214,1636778363.44612,32.97
2.10732078552246,1636778363.69613,32.97
2.35733079910278,1636778363.94614,32.97
2.60734081268311,1636778364.19615,32.97
2.85735082626343,1636778364.44616,32.97
3.10736083984375,1636778364.69617,32.97
5.10746073722839,1636778366.69627,32.97
5.35747075080872,1636778366.94628,32.97
5.60748076438904,1636778367.19629,32.97
5.85749077796936,1636778367.4463,32.97
6.10750079154968,1636778367.69631,32.97
6.35752081871033,1636778367.94633,32.95
6.60753083229065,1636778368.19634,32.95
6.85754084587097,1636778368.44635,32.95
7.10755085945129,1636778368.69636,32.95
7.35756063461304,1636778368.94637,32.95
7.60757064819336,1636778369.19638,32.95
7.85758066177368,1636778369.44639,32.95
8.10760068893433,1636778369.69641,32.95
8.35761070251465,1636778369.94642,32.97
8.60762071609497,1636778370.19643,32.97
8.85763072967529,1636778370.44644,32.97
9.10764074325562,1636778370.69645,32.97
9.35765075683594,1636778370.94646,32.95
9.60767078399658,1636778371.19648,32.95
9.8576807975769,1636778371.44649,32.95
10.1076908111572,1636778371.6965,32.95
10.3577008247375,1636778371.94651,32.97
10.6077108383179,1636778372.19652,32.97
10.8577208518982,1636778372.44653,32.97
11.1077406406403,1636778372.69655,32.97
11.3577506542206,1636778372.94656,32.97
11.6077606678009,1636778373.19657,32.97
11.8577706813812,1636778373.44658,32.97
12.1077806949615,1636778373.69659,32.97
12.3577907085419,1636778373.9466,32.97
12.6078007221222,1636778374.19661,32.97
12.8578207492828,1636778374.44663,32.97
13.1078307628632,1636778374.69664,32.97
14.6079008579254,1636778376.19671,32.95
14.8579106330872,1636778376.44672,32.95
15.1079206466675,1636778376.69673,32.95
17.1080107688904,1636778378.69682,32.97
18.3580708503723,1636778379.94688,32.97
18.6080808639526,1636778380.19689,32.97
18.8580906391144,1636778380.4469,32.97
19.108110666275,1636778380.69692,32.97
20.3581607341766,1636778381.94697,32.99
20.6081807613373,1636778382.19699,32.99
20.8581907749176,1636778382.447,32.99
21.1082007884979,1636778382.69701,32.99
22.6082706451416,1636778384.19708,32.95
22.8582806587219,1636778384.44709,32.95
23.1082906723022,1636778384.6971,32.95
23.3583006858826,1636778384.94711,32.99
23.6083106994629,1636778385.19712,32.99
23.8583307266235,1636778385.44714,32.99
24.1083407402039,1636778385.69715,32.99
24.3583507537842,1636778385.94716,32.97
24.6083607673645,1636778386.19717,32.97
24.8583707809448,1636778386.44718,32.97
25.1083807945251,1636778386.69719,32.97
26.3584406375885,1636778387.94725,32.97
26.6084506511688,1636778388.19726,32.97
26.8584606647491,1636778388.44727,32.97
27.1084806919098,1636778388.69729,32.97
27.3584907054901,1636778388.9473,32.97
27.6085007190704,1636778389.19731,32.97
27.8585107326508,1636778389.44732,32.97
28.1085207462311,1636778389.69733,32.97
28.3585307598114,1636778389.94734,32.99
28.608550786972,1636778390.19736,32.99
28.8585608005524,1636778390.44737,32.99
29.1085708141327,1636778390.69738,32.99
29.358580827713,1636778390.94739,33.01
29.6085908412933,1636778391.1974,33.01
29.8586008548737,1636778391.44741,33.01
30.1086106300354,1636778391.69742,33.01
30.358630657196,1636778391.94744,32.99
30.6086406707764,1636778392.19745,32.99
30.8586506843567,1636778392.44746,32.99
31.108660697937,1636778392.69747,32.99
31.3586707115173,1636778392.94748,32.99
31.6086807250977,1636778393.19749,32.99
31.8587007522583,1636778393.44751,32.99
32.1087107658386,1636778393.69752,32.99
32.3587207794189,1636778393.94753,32.99
32.6087307929993,1636778394.19754,32.99
32.8587408065796,1636778394.44755,32.99
33.1087508201599,1636778394.69756,32.99
35.1088507175446,1636778396.69766,33.01
35.3588607311249,1636778396.94767,32.99
35.6088707447052,1636778397.19768,32.99
35.8588807582855,1636778397.44769,32.99
36.1088907718658,1636778397.6977,32.99
36.3589007854462,1636778397.94771,32.97
36.6089208126068,1636778398.19773,32.97
36.8589308261871,1636778398.44774,32.97
37.1089408397675,1636778398.69775,32.97
38.6090106964111,1636778400.19782,32.99
38.8590207099915,1636778400.44783,32.99
39.1090307235718,1636778400.69784,32.99
39.3590407371521,1636778400.94785,32.99
39.6090507507324,1636778401.19786,32.99
39.8590707778931,1636778401.44788,32.99
40.1090807914734,1636778401.69789,32.99
40.3590908050537,1636778401.9479,32.99
40.609100818634,1636778402.19791,32.99
40.8591108322144,1636778402.44792,32.99
41.1091208457947,1636778402.69793,32.99
41.3591406345367,1636778402.94795,33.01
41.6091506481171,1636778403.19796,33.01
41.8591606616974,1636778403.44797,33.01
42.1091706752777,1636778403.69798,33.01
42.359180688858,1636778403.94799,32.99
42.6091907024384,1636778404.198,32.99
42.859210729599,1636778404.44802,32.99
43.1092207431793,1636778404.69803,32.99
43.3592307567596,1636778404.94804,32.99
43.60924077034,1636778405.19805,32.99
43.8592507839203,1636778405.44806,32.99
44.1092607975006,1636778405.69807,32.99
44.3592708110809,1636778405.94808,32.99
44.6092908382416,1636778406.1981,32.99
44.8593008518219,1636778406.44811,32.99
