SGTime,UnixTime,Acc_X,Acc_Y,Acc_Z,Acc_SVM
0.82874918,1637819668,-33,8,64,72.44998275
1.016259193,1637819669,-66,-10,38,76.81145748
1.203769207,1637819669,-32,5,63,70.83784299
1.391279221,1637819669,-34,4,45,56.54201977
1.422529221,1637819669,-31,2,49,58.01723882
1.453779221,1637819669,-37,0,49,61.40032573
1.485029221,1637819669,-37,2,49,61.43289021
1.516289234,1637819669,-35,4,52,62.80923499
1.547539234,1637819669,-34,3,53,63.03967005
1.578789234,1637819669,-36,2,55,65.76473219
1.735049248,1637819669,-37,0,49,61.40032573
1.766299248,1637819669,-36,1,49,60.81118318
1.797549248,1637819669,-30,2,49,57.48912941
1.828799248,1637819669,-37,-1,45,58.26662853
1.860049248,1637819669,-36,1,50,61.61980201
1.891299248,1637819669,-29,3,52,59.61543424
1.922549248,1637819670,-35,2,49,60.24948133
1.953809261,1637819670,-36,0,50,61.6116872
2.078809261,1637819670,-28,-2,56,62.64183905
2.110059261,1637819670,-26,-1,55,60.84406298
2.141309261,1637819670,-29,-5,56,63.26136262
2.266319275,1637819670,-31,-3,53,61.47357156
2.297569275,1637819670,-28,-5,52,59.27056605
2.328819275,1637819670,-25,-10,57,63.03967005
2.485079288,1637819670,-40,-3,49,63.3245608
2.516329288,1637819670,-37,-7,47,60.2245797
2.672589064,1637819670,-34,7,53,63.35613625
2.703839064,1637819670,-29,5,44,52.93392107
2.735089064,1637819670,-52,3,30,60.10823571
2.766339064,1637819670,-56,2,33,65.03076195
2.797589064,1637819670,-42,-7,49,64.91532947
2.828849077,1637819670,-27,-1,58,63.98437309
2.860099077,1637819670,-38,5,55,67.03730305
2.891349077,1637819670,-38,8,49,62.52199613
2.922599077,1637819671,-42,7,47,63.41923998
2.953849077,1637819671,-34,3,51,61.36774397
2.985099077,1637819671,-35,6,47,58.9067059
3.016349077,1637819671,-43,6,45,62.5299928
3.047609091,1637819671,-43,0,45,62.24146528
3.078859091,1637819671,-36,0,48,60.0
3.203859091,1637819671,-30,8,47,56.32938842
3.235109091,1637819671,-30,12,49,58.69412236
