SGTime,UnixTime,ST
0.942780256271362,1632725137.35819,31.27
1.19279026985168,1632725137.6082,31.27
1.44280028343201,1632725137.85821,31.27
1.69281029701233,1632725138.10822,31.27
1.94283008575439,1632725138.35824,31.29
2.19284009933472,1632725138.60825,31.29
2.44285011291504,1632725138.85826,31.29
2.69286012649536,1632725139.10827,31.29
2.94287014007568,1632725139.35828,31.31
3.19288015365601,1632725139.60829,31.31
3.44290018081665,1632725139.85831,31.31
3.69291019439697,1632725140.10832,31.31
4.94297027587891,1632725141.35838,31.33
5.19298028945923,1632725141.60839,31.33
5.44299030303955,1632725141.8584,31.33
5.69300007820129,1632725142.10841,31.33
6.94306015968323,1632725143.35847,31.37
7.19307017326355,1632725143.60848,31.37
7.44308018684387,1632725143.85849,31.37
7.69309020042419,1632725144.1085,31.37
7.94310021400452,1632725144.35851,31.37
8.19312024116516,1632725144.60853,31.37
8.44313025474548,1632725144.85854,31.37
8.69314026832581,1632725145.10855,31.37
8.94315028190613,1632725145.35856,31.39
9.19316029548645,1632725145.60857,31.39
9.44317030906677,1632725145.85858,31.39
9.69319009780884,1632725146.1086,31.39
11.6932802200317,1632725148.10869,31.39
11.9432902336121,1632725148.3587,31.41
12.1933002471924,1632725148.60871,31.41
12.4433102607727,1632725148.85872,31.41
12.693320274353,1632725149.10873,31.41
12.9433403015137,1632725149.35875,31.43
13.193350315094,1632725149.60876,31.43
13.4433600902557,1632725149.85877,31.43
13.6933701038361,1632725150.10878,31.43
13.9433801174164,1632725150.35879,31.41
14.1933901309967,1632725150.6088,31.41
14.4434101581573,1632725150.85882,31.41
14.6934201717377,1632725151.10883,31.41
14.943430185318,1632725151.35884,31.43
15.1934401988983,1632725151.60885,31.43
15.4434502124786,1632725151.85886,31.43
15.693460226059,1632725152.10887,31.43
16.9435203075409,1632725153.35893,31.47
17.1935300827026,1632725153.60894,31.47
17.443540096283,1632725153.85895,31.47
17.6935601234436,1632725154.10897,31.47
18.9436101913452,1632725155.35902,31.47
19.1936302185059,1632725155.60904,31.47
19.4436402320862,1632725155.85905,31.47
19.6936502456665,1632725156.10906,31.47
20.9437100887299,1632725157.35912,31.49
21.1937201023102,1632725157.60913,31.49
21.4437301158905,1632725157.85914,31.49
21.6937401294708,1632725158.10915,31.49
22.9438002109528,1632725159.35921,31.51
23.1938102245331,1632725159.60922,31.51
23.4438202381134,1632725159.85923,31.51
23.6938302516937,1632725160.10924,31.51
23.943840265274,1632725160.35925,31.53
24.1938602924347,1632725160.60927,31.53
24.443870306015,1632725160.85928,31.53
24.6938800811768,1632725161.10929,31.53
24.9438900947571,1632725161.3593,31.53
25.1939001083374,1632725161.60931,31.53
25.4439101219177,1632725161.85932,31.53
25.6939301490784,1632725162.10934,31.53
26.94398021698,1632725163.35939,31.55
27.1940002441406,1632725163.60941,31.55
27.4440102577209,1632725163.85942,31.55
27.6940202713013,1632725164.10943,31.55
27.9440302848816,1632725164.35944,31.57
28.1940402984619,1632725164.60945,31.57
28.4440503120422,1632725164.85946,31.57
28.694060087204,1632725165.10947,31.57
28.9440801143646,1632725165.35949,31.59
29.1940901279449,1632725165.6095,31.59
29.4441001415253,1632725165.85951,31.59
29.6941101551056,1632725166.10952,31.59
30.9441702365875,1632725167.35958,31.57
31.1941802501678,1632725167.60959,31.57
31.4441902637482,1632725167.8596,31.57
31.6942002773285,1632725168.10961,31.57
31.9442203044891,1632725168.35963,31.59
32.1942300796509,1632725168.60964,31.59
32.4442400932312,1632725168.85965,31.59
32.6942501068115,1632725169.10966,31.59
32.9442601203918,1632725169.35967,31.61
33.1942701339722,1632725169.60968,31.61
33.4442801475525,1632725169.85969,31.61
33.6943001747131,1632725170.10971,31.61
35.694390296936,1632725172.1098,31.63
35.9444003105164,1632725172.35981,31.63
36.1944100856781,1632725172.60982,31.63
36.4444200992584,1632725172.85983,31.63
36.6944401264191,1632725173.10985,31.63
36.9444501399994,1632725173.35986,31.63
37.1944601535797,1632725173.60987,31.63
37.44447016716,1632725173.85988,31.63
37.6944801807404,1632725174.10989,31.63
38.694530248642,1632725175.10994,31.67
38.9445402622223,1632725175.35995,31.67
39.1945502758026,1632725175.60996,31.67
39.4445602893829,1632725175.85997,31.67
39.6945703029633,1632725176.10998,31.67
39.9445900917053,1632725176.36,31.67
40.1946001052856,1632725176.61001,31.67
40.444610118866,1632725176.86002,31.67
40.6946201324463,1632725177.11003,31.67
40.9446301460266,1632725177.36004,31.67
41.1946401596069,1632725177.61005,31.67
41.4446601867676,1632725177.86007,31.67
41.6946702003479,1632725178.11008,31.67
41.9446802139282,1632725178.36009,31.71
42.1946902275085,1632725178.6101,31.71
42.4447002410889,1632725178.86011,31.71
42.6947102546692,1632725179.11012,31.71
42.9447202682495,1632725179.36013,31.69
43.1947402954102,1632725179.61015,31.69
43.4447503089905,1632725179.86016,31.69
43.6947600841522,1632725180.11017,31.69
43.9447700977325,1632725180.36018,31.73
44.1947801113129,1632725180.61019,31.73
44.4447901248932,1632725180.8602,31.73
44.6948101520538,1632725181.11022,31.73
44.9448201656342,1632725181.36023,31.73
45.1948301792145,1632725181.61024,31.73
45.4448401927948,1632725181.86025,31.73
45.6948502063751,1632725182.11026,31.73
46.9449102878571,1632725183.36032,31.71
47.1949203014374,1632725183.61033,31.71
47.4449303150177,1632725183.86034,31.71
47.6949400901794,1632725184.11035,31.71
47.9449601173401,1632725184.36037,31.73
48.1949701309204,1632725184.61038,31.73
48.4449801445007,1632725184.86039,31.73
48.6949901580811,1632725185.1104,31.73
48.9450001716614,1632725185.36041,31.75
49.1950101852417,1632725185.61042,31.75
49.4450302124023,1632725185.86044,31.75
49.6950402259827,1632725186.11045,31.75
51.1951100826263,1632725187.61052,31.77
51.4451200962067,1632725187.86053,31.77
51.695130109787,1632725188.11054,31.77
51.9451401233673,1632725188.36055,31.79
52.1951501369476,1632725188.61056,31.79
52.445160150528,1632725188.86057,31.79
52.6951801776886,1632725189.11059,31.79
52.9451901912689,1632725189.3606,31.77
53.1952002048492,1632725189.61061,31.77
53.4452102184296,1632725189.86062,31.77
53.6952202320099,1632725190.11063,31.77
53.9452302455902,1632725190.36064,31.77
54.1952502727509,1632725190.61066,31.77
54.4452602863312,1632725190.86067,31.77
54.6952702999115,1632725191.11068,31.77
54.9452803134918,1632725191.36069,31.81
55.1952900886536,1632725191.6107,31.81
55.4453001022339,1632725191.86071,31.81
55.6953101158142,1632725192.11072,31.81
55.9453301429749,1632725192.36074,31.81
56.1953401565552,1632725192.61075,31.81
56.4453501701355,1632725192.86076,31.81
56.6953601837158,1632725193.11077,31.81
56.9453701972961,1632725193.36078,31.83
57.1953802108765,1632725193.61079,31.83
