SGTime,Performance
55.22662,1
55.39956,1
55.57325,1
55.74753,1
55.92076,1
56.09916,1
56.27715,1
56.45512,1
56.63318,1
56.81047,1
56.98717,1
57.16715,1
57.34972,1
57.52969,1
57.70778,1
57.88452,1
58.08857,1
58.27426,1
58.45596,1
58.64022,1
58.82069,1
59.0047,1
59.18835,1
59.37328,1
59.55505,1
59.73561,1
59.91615,1
60.09718,1
60.28308,1
60.47276,1
60.65807,1
60.84286,1
61.02342,1
61.2101,1
61.39745,1
61.58571,1
61.77224,1
61.96005,1
62.15106,1
62.34314,1
62.52863,1
62.71664,1
62.90826,1
63.09742,1
63.29329,1
63.48721,1
63.6794,1
63.87223,1
64.06527,1
64.25719,1
64.44946,1
64.64469,1
64.86254,1
65.05645,1
65.24589,1
65.43246,1
65.62479,1
65.81637,1
66.01111,1
66.20509,1
66.39928,1
66.5992,1
66.80194,1
66.99964,1
67.19966,1
67.39899,1
67.59892,1
67.80096,1
68.00635,1
68.21232,1
68.41525,1
68.61985,1
68.82139,1
69.02139,1
69.22161,1
69.42078,1
69.62677,1
69.83147,1
70.03537,1
70.24001,1
70.44672,1
70.65428,1
70.85787,1
71.06467,1
71.27174,1
71.48165,1
71.69011,1
71.89912,1
72.13995,1
72.34947,1
72.5523,1
72.76514,1
72.97779,1
73.18808,1
73.39343,1
73.59946,1
73.80344,1
74.01689,1
74.22525,1
74.44025,1
74.66167,1
74.87478,1
75.08684,1
75.2998,1
75.51913,1
75.73302,1
75.94632,1
76.16735,1
76.38634,1
76.60255,1
76.81896,1
77.0294,1
77.24416,1
77.46027,1
77.67949,1
77.89742,1
78.10903,1
78.32898,1
78.54848,1
78.76663,1
78.98177,1
79.19893,1
79.41356,1
79.62764,1
79.86607,1
80.08369,1
80.30149,1
80.51612,1
80.73563,1
80.95046,1
81.16629,1
81.38059,1
81.59702,1
81.8191,1
82.03884,1
82.2571,1
82.48813,1
82.70746,1
82.92387,1
83.14487,1
83.36108,1
83.58601,1
83.80608,1
84.02589,1
84.26057,1
84.48766,1
84.70872,1
84.92636,1
85.14746,1
85.3681,1
85.58881,1
85.81227,1
86.03511,1
86.25948,1
86.49551,1
86.72369,1
86.94721,1
87.17222,1
87.39544,1
87.62977,1
87.88427,1
88.1197,1
88.35403,1
88.58498,1
88.81977,1
89.04488,1
89.27043,1
89.49547,1
89.74449,1
89.97574,1
90.20484,1
90.44244,1
90.67802,1
90.91483,1
91.15601,1
91.39388,1
91.632,1
91.8742,1
92.11349,1
92.3567,1
92.59753,1
92.83524,1
93.0708,1
93.30676,1
93.54239,1
93.78159,1
94.02779,1
94.27752,1
94.52745,1
94.7749,1
95.01664,1
95.26299,1
95.50562,1
95.75794,1
96.00314,1
96.24981,1
96.52007,1
96.7688,1
97.01169,1
97.2545,1
97.49636,1
97.73804,1
97.97827,1
98.2374,1
98.48492,1
98.73555,1
98.97736,1
99.21973,1
99.46384,1
99.71589,1
99.96844,1
100.2218,1
