SGTime,UnixTime,GSR
-1.28598380088806,1636434500.74,0.8973758
-1.03598380088806,1636434500.99,0.8896869
-0.785983800888062,1636434501.24,0.8717461
-0.535983800888062,1636434501.49,0.8563682
-0.285983800888062,1636434501.74,0.8512423
-0.0359838008880615,1636434501.99,0.8525238
1.46401619911194,1636434503.49,0.8179237
1.71401619911194,1636434503.74,0.8076718
1.96401619911194,1636434503.99,0.8268941
2.21401619911194,1636434504.24,0.8704646
2.46401619911194,1636434504.49,0.8768721
2.71401619911194,1636434504.74,0.9114721
2.96401619911194,1636434504.99,0.8935313
4.21401619911194,1636434506.24,0.8589312
4.46401619911194,1636434506.49,0.8089533
5.96401619911194,1636434507.99,0.8653387
6.21401619911194,1636434508.24,0.8730276
6.46401619911194,1636434508.49,0.8909684
6.71401619911194,1636434508.74,0.8922499
6.96401619911194,1636434508.99,0.8896869
7.21401619911194,1636434509.24,0.8538053
7.46401619911194,1636434509.49,0.8307385
8.71401619911194,1636434510.74,0.8435534
8.96401619911194,1636434510.99,0.8435534
10.4640161991119,1636434512.49,0.7794791
10.7140161991119,1636434512.74,0.7781976
10.9640161991119,1636434512.99,0.7846051
11.2140161991119,1636434513.24,0.8063903
11.4640161991119,1636434513.49,0.8281756
11.7140161991119,1636434513.74,0.8589312
11.9640161991119,1636434513.99,0.9281315
13.2140161991119,1636434515.24,0.9832353
13.4640161991119,1636434515.49,0.9793909
14.2140161991119,1636434516.24,0.9998946
14.4640161991119,1636434516.49,0.9998946
14.7140161991119,1636434516.74,1.001176
14.9640161991119,1636434516.99,0.9845168
15.2140161991119,1636434517.24,0.9729834
15.4640161991119,1636434517.49,0.9627315
15.7140161991119,1636434517.74,0.9473537
15.9640161991119,1636434517.99,0.9371018
16.2140161991119,1636434518.24,0.9281315
16.4640161991119,1636434518.49,0.9204425
16.7140161991119,1636434518.74,0.9050647
16.9640161991119,1636434518.99,0.8755906
17.2140161991119,1636434519.24,0.8627757
17.4640161991119,1636434519.49,0.8589312
17.7140161991119,1636434519.74,0.8576497
17.9640161991119,1636434519.99,0.8717461
19.2140161991119,1636434521.24,1.005021
19.4640161991119,1636434521.49,1.022961
19.7140161991119,1636434521.74,1.033213
19.9640161991119,1636434521.99,1.035776
20.2140161991119,1636434522.24,1.034495
20.4640161991119,1636434522.49,1.031932
20.7140161991119,1636434522.74,1.022961
20.9640161991119,1636434522.99,1.015272
21.2140161991119,1636434523.24,1.001176
21.4640161991119,1636434523.49,0.9896427
21.7140161991119,1636434523.74,0.9793909
21.9640161991119,1636434523.99,0.9614501
22.2140161991119,1636434524.24,0.9511982
22.4640161991119,1636434524.49,0.9409463
22.7140161991119,1636434524.74,0.9409463
22.9640161991119,1636434524.99,0.92685
23.2140161991119,1636434525.24,0.9204425
