SGTime,UnixTime,ST
2.12548518180847,1636618650.1213,31.21
2.37549519538879,1636618650.37131,31.21
2.62550520896912,1636618650.62132,31.21
2.87551522254944,1636618650.87133,31.21
3.12552523612976,1636618651.12134,31.21
3.37554526329041,1636618651.37136,31.21
3.62555527687073,1636618651.62137,31.21
3.87556529045105,1636618651.87138,31.21
5.87565517425537,1636618653.87147,31.23
6.12566518783569,1636618654.12148,31.21
6.37567520141602,1636618654.37149,31.21
6.62569522857666,1636618654.62151,31.21
6.87570524215698,1636618654.87152,31.21
7.1257152557373,1636618655.12153,31.21
7.37572526931763,1636618655.37154,31.21
7.62573528289795,1636618655.62155,31.21
7.87574529647827,1636618655.87156,31.21
9.12580513954163,1636618657.12162,31.21
9.37581515312195,1636618657.37163,31.21
9.62583518028259,1636618657.62165,31.21
9.87584519386292,1636618657.87166,31.21
16.1261351108551,1636618664.12195,31.27
16.3761451244354,1636618664.37196,31.27
16.6261551380157,1636618664.62197,31.27
16.8761651515961,1636618664.87198,31.27
17.1261751651764,1636618665.12199,31.27
17.3761851787567,1636618665.372,31.27
17.6262052059174,1636618665.62202,31.27
17.8762152194977,1636618665.87203,31.27
19.876305103302,1636618667.87212,31.25
20.1263151168823,1636618668.12213,31.27
20.3763251304626,1636618668.37214,31.27
20.626335144043,1636618668.62215,31.27
20.8763551712036,1636618668.87217,31.27
21.1263651847839,1636618669.12218,31.25
21.3763751983643,1636618669.37219,31.25
21.6263852119446,1636618669.6222,31.25
21.8763952255249,1636618669.87221,31.25
23.1264553070068,1636618671.12227,31.29
23.3764650821686,1636618671.37228,31.29
23.6264750957489,1636618671.62229,31.29
23.8764851093292,1636618671.8723,31.29
25.6265752315521,1636618673.62239,31.27
25.8765852451324,1636618673.8724,31.27
27.3766551017761,1636618675.37247,31.23
27.6266651153564,1636618675.62248,31.23
27.8766751289368,1636618675.87249,31.23
29.8767652511597,1636618677.87258,31.29
30.12677526474,1636618678.12259,31.27
30.3767952919006,1636618678.37261,31.27
30.626805305481,1636618678.62262,31.27
30.8768153190613,1636618678.87263,31.27
31.126825094223,1636618679.12264,31.29
31.3768351078033,1636618679.37265,31.29
31.6268451213837,1636618679.62266,31.29
31.8768651485443,1636618679.87268,31.29
32.1268751621246,1636618680.12269,31.27
32.376885175705,1636618680.3727,31.27
32.6268951892853,1636618680.62271,31.27
32.8769052028656,1636618680.87272,31.27
33.1269152164459,1636618681.12273,31.25
33.3769252300262,1636618681.37274,31.25
33.6269452571869,1636618681.62276,31.25
33.8769552707672,1636618681.87277,31.25
35.1270151138306,1636618683.12283,31.25
35.3770251274109,1636618683.37284,31.25
35.6270351409912,1636618683.62285,31.25
35.8770451545715,1636618683.87286,31.25
37.6271252632141,1636618685.62294,31.27
37.8771352767944,1636618685.87295,31.27
39.8772351741791,1636618687.87305,31.27
40.8772752285004,1636618688.87309,31.27
41.1272852420807,1636618689.1231,31.25
41.3773052692413,1636618689.37312,31.25
41.6273152828217,1636618689.62313,31.25
41.877325296402,1636618689.87314,31.25
42.1273353099823,1636618690.12315,31.27
42.377345085144,1636618690.37316,31.27
42.6273550987244,1636618690.62317,31.27
42.8773651123047,1636618690.87318,31.27
43.1273851394653,1636618691.1232,31.25
43.3773951530457,1636618691.37321,31.25
43.627405166626,1636618691.62322,31.25
43.8774151802063,1636618691.87323,31.25
45.6274952888489,1636618693.62331,31.25
45.8775053024292,1636618693.87332,31.25
46.1275250911713,1636618694.12334,31.27
46.3775351047516,1636618694.37335,31.27
46.6275451183319,1636618694.62336,31.27
46.8775551319122,1636618694.87337,31.27
47.1275651454926,1636618695.12338,31.27
47.3775751590729,1636618695.37339,31.27
47.6275851726532,1636618695.6234,31.27
47.8776051998138,1636618695.87342,31.27
49.1276552677155,1636618697.12347,31.25
49.3776752948761,1636618697.37349,31.25
