SGTime,Performance
36.8366,1
36.95484,1
37.06985,1
37.17995,1
37.28888,1
37.39952,1
37.51143,1
37.62159,1
37.73306,1
37.84399,1
37.95549,1
38.06902,1
38.18155,1
38.29343,1
38.40852,1
38.52482,1
38.63799,1
38.75627,1
38.87611,1
38.99517,1
39.10901,1
39.22345,1
39.33445,1
39.44688,1
39.55875,1
39.67353,1
39.79268,1
39.90456,1
40.0169,1
40.13052,1
40.24541,1
40.35876,1
40.47972,1
40.59224,1
40.70724,1
40.82324,1
40.94007,1
41.05318,1
41.16787,1
41.28217,1
41.39607,1
41.51815,1
41.64035,1
41.75801,1
41.87165,1
41.98629,1
42.09964,1
42.2149,1
42.33693,1
42.45984,1
42.57509,1
42.69204,1
42.80939,1
42.92736,1
43.0436,1
43.15981,1
43.27666,1
43.3936,1
43.50918,1
43.62426,1
43.74118,1
43.8571,1
43.97521,1
44.09127,1
44.20749,1
44.33282,1
44.45218,1
44.56903,1
44.68612,1
44.80564,1
44.92496,1
45.0449,1
45.16203,1
45.28082,1
45.40295,1
45.52454,1
45.65133,1
45.76948,1
45.89253,1
46.01444,1
46.13968,1
46.25949,1
46.38276,1
46.50565,1
46.63528,1
46.76288,1
46.88489,1
47.00555,1
47.12499,1
47.24295,1
47.36284,1
47.48308,1
47.60208,1
47.72376,1
47.84223,1
47.96168,1
48.08248,1
48.2017,1
48.32457,1
48.4459,1
48.56755,1
48.69719,1
48.82267,1
48.94661,1
49.06841,1
49.19312,1
49.31517,1
49.43709,1
49.55951,1
49.68354,1
49.80588,1
49.92916,1
50.05675,1
50.18556,1
50.31921,1
50.45103,1
50.58176,1
50.71582,1
50.84952,1
50.98266,1
51.11899,1
51.2474,1
51.37759,1
51.50854,1
51.63862,1
51.7703,1
51.90676,1
52.04054,1
52.16993,1
52.32084,1
52.45482,1
52.5866,1
52.71874,1
52.85354,1
52.9885,1
53.12072,1
53.25087,1
53.38636,1
53.51962,1
53.65147,1
53.78319,1
53.91657,1
54.0517,1
54.18656,1
54.3196,1
54.45201,1
54.58526,1
54.71865,1
54.85401,1
54.99041,1
55.12201,1
55.2564,1
55.38912,1
55.53065,1
55.67286,1
55.81384,1
55.96035,1
56.10533,1
56.24553,1
56.38379,1
56.51892,1
56.65533,1
56.79627,1
56.9347,1
57.07189,1
57.20976,1
57.34608,1
57.48291,1
57.62165,1
57.76579,1
57.90957,1
58.04874,1
58.18356,1
58.32118,1
58.45782,1
58.59866,1
58.74642,1
58.8906,1
59.03455,1
59.17289,1
59.31719,1
59.45663,1
59.59612,1
59.73551,1
59.87276,1
60.01123,1
60.14882,1
60.289,1
60.43554,1
60.57503,1
60.72314,1
60.87033,1
61.02435,1
61.16338,1
61.31231,1
61.45277,1
61.59293,1
61.73174,1
61.87505,1
62.01387,1
62.1579,1
62.30714,1
62.44641,1
62.58925,1
62.73006,1
62.87502,1
63.02005,1
63.16072,1
63.30122,1
63.44603,1
63.5932,1
63.74895,1
63.89233,1
64.03136,1
64.17645,1
64.32838,1
64.47083,1
64.61955,1
64.7658,1
64.91209,1
65.05872,1
65.20592,1
65.3466,1
65.48939,1
65.63063,1
65.77499,1
65.92507,1
66.07775,1
66.22784,1
66.37234,1
66.52067,1
66.68166,1
66.84188,1
66.99136,1
67.133,1
67.27848,1
67.4238,1
67.56779,1
67.71375,1
67.86129,1
68.00596,1
68.15194,1
68.29929,1
68.45429,1
68.60259,1
68.74983,1
68.90633,1
69.05479,1
69.19962,1
69.34768,1
69.49622,1
69.64178,1
69.78873,1
69.95795,1
70.10252,1
70.24796,1
70.39566,1
70.54163,1
70.68637,1
70.83363,1
70.98213,1
71.13103,1
71.28073,1
71.43268,1
71.5822,1
71.73203,1
71.87957,1
72.02335,1
72.16718,1
72.31604,1
72.46479,1
72.61447,1
72.76524,1
72.91742,1
73.06722,1
73.21662,1
73.36641,1
73.51677,1
73.665,1
73.81596,1
73.96652,1
74.11765,1
74.26703,1
74.41619,1
74.5665,1
74.72131,1
74.86979,1
75.02186,1
75.16814,1
75.31692,1
75.4687,1
75.61749,1
75.76715,1
75.91903,1
76.06872,1
76.22587,1
76.3753,1
76.52617,1
76.67478,1
76.82605,1
76.98048,1
77.13345,1
77.28412,1
77.43546,1
77.59205,1
77.74915,1
77.90313,1
78.06474,1
78.22295,1
78.3727,1
78.52649,1
78.68327,1
78.83989,1
78.9981,1
79.15393,1
79.31478,1
79.47515,1
79.63924,1
79.7946,1
79.95164,1
80.11084,1
80.27265,1
80.43302,1
80.5954,1
80.75992,1
80.92698,1
81.0927,1
81.2545,1
81.41653,1
81.57327,1
81.72775,1
81.88314,1
82.03731,1
82.19256,1
82.3528,1
82.51411,1
82.67252,1
82.82895,1
82.98966,1
83.14712,1
83.30269,1
83.46202,1
83.61974,1
83.77718,1
83.933,1
84.0898,1
84.25507,1
84.42089,1
84.57707,1
84.73569,1
84.90171,1
85.06602,1
85.22504,1
85.39204,1
85.56134,1
85.73022,1
85.89431,1
86.06187,1
86.23048,1
86.3999,1
86.56396,1
86.72276,1
86.88722,1
87.0563,1
87.22186,1
87.38495,1
87.54676,1
87.73013,1
87.8913,1
88.05486,1
88.21751,1
88.37725,1
88.53962,1
88.70145,1
88.868,1
89.04059,1
89.20855,1
89.36977,1
89.53567,1
89.70033,1
89.86087,1
90.02171,1
90.18546,1
90.34615,1
90.50672,1
90.66888,1
90.83661,1
91.00687,1
91.17073,1
91.33357,1
91.49689,1
91.66115,1
91.83085,1
91.99859,1
92.16288,1
92.32808,1
92.49293,1
92.6554,1
92.819,1
92.98564,1
93.14885,1
93.31273,1
93.47951,1
93.64835,1
93.81309,1
93.98216,1
94.15205,1
94.31644,1
94.48,1
94.65003,1
94.81834,1
94.99276,1
95.16167,1
95.32625,1
95.49184,1
95.65691,1
95.82288,1
95.98784,1
96.15321,1
96.31974,1
96.48522,1
96.65475,1
96.82266,1
96.99311,1
97.16277,1
97.33163,1
97.50343,1
97.67043,1
97.84261,1
98.01434,1
98.18625,1
98.35311,1
98.52352,1
98.69351,1
98.86441,1
99.03683,1
99.20512,1
99.37504,1
99.54514,1
99.72036,1
99.89626,1
100.0741,1
100.2572,1
100.4299,1
100.6,1
100.7699,1
100.9432,1
101.1155,1
101.2843,1
101.455,1
101.6279,1
101.8043,1
101.9802,1
102.1576,1
102.335,1
102.5116,1
102.6823,1
102.8559,1
103.0316,1
103.2056,1
103.3803,1
103.5548,1
103.7265,1
103.8999,1
104.0718,1
104.2459,1
104.4207,1
104.5938,1
104.7715,1
104.9572,1
105.1438,1
105.3277,1
105.5107,1
105.713,1
105.8916,1
106.0719,1
106.2518,1
106.4283,1
106.611,1
106.7982,1
106.9886,1
107.1724,1
107.3594,1
107.5434,1
107.7252,1
107.9054,1
108.0922,1
108.2697,1
108.4518,1
108.6376,1
108.8201,1
109.0073,1
109.1867,1
109.3628,1
109.5385,1
109.7167,1
109.8994,1
110.0859,1
110.273,1
110.4595,1
110.6416,1
110.823,1
111.0064,1
111.1876,1
111.3668,1
111.5444,1
111.7249,1
111.9011,1
112.0787,1
112.2607,1
112.4389,1
112.6162,1
112.7943,1
112.9764,1
113.1577,1
