SGTime,UnixTime,GSR
0.662605047225952,1636610573.76,0.3844456
1.91260504722595,1636610575.01,0.4164827
2.16260504722595,1636610575.26,0.4164827
2.41260504722595,1636610575.51,0.4152013
2.66260504722595,1636610575.76,0.4152013
2.91260504722595,1636610576.01,0.4190457
3.16260504722595,1636610576.26,0.4177642
3.41260504722595,1636610576.51,0.4177642
3.66260504722595,1636610576.76,0.4190457
5.16260504722595,1636610578.26,0.3216528
5.41260504722595,1636610578.51,0.3665048
5.66260504722595,1636610578.76,0.3831641
5.91260504722595,1636610579.01,0.3870086
6.16260504722595,1636610579.26,0.3895715
6.41260504722595,1636610579.51,0.3921345
6.66260504722595,1636610579.76,0.3882901
7.91260504722595,1636610581.01,0.4318606
8.16260504722595,1636610581.26,0.4305791
8.41260504722595,1636610581.51,0.435705
8.66260504722595,1636610581.76,0.4395495
8.91260504722595,1636610582.01,0.438268
9.16260504722595,1636610582.26,0.4472384
9.41260504722595,1636610582.51,0.4587718
9.66260504722595,1636610582.76,0.4510829
9.91260504722595,1636610583.01,0.4510829
10.162605047226,1636610583.26,0.435705
10.412605047226,1636610583.51,0.4331421
10.662605047226,1636610583.76,0.4280161
10.912605047226,1636610584.01,0.4292976
11.162605047226,1636610584.26,0.4254532
11.412605047226,1636610584.51,0.4267346
11.662605047226,1636610584.76,0.4126383
11.912605047226,1636610585.01,0.4011049
12.162605047226,1636610585.26,0.4023864
12.412605047226,1636610585.51,0.4100753
12.662605047226,1636610585.76,0.3998234
13.912605047226,1636610587.01,0.4023864
14.162605047226,1636610587.26,0.4049494
14.412605047226,1636610587.51,0.4023864
14.662605047226,1636610587.76,0.398542
14.912605047226,1636610588.01,0.398542
15.162605047226,1636610588.26,0.4049494
15.412605047226,1636610588.51,0.3998234
15.662605047226,1636610588.76,0.4049494
16.912605047226,1636610590.01,0.4036679
17.162605047226,1636610590.26,0.4100753
18.412605047226,1636610591.51,0.4177642
18.662605047226,1636610591.76,0.4126383
19.912605047226,1636610593.01,0.4023864
20.162605047226,1636610593.26,0.4049494
21.662605047226,1636610594.76,0.4049494
24.912605047226,1636610598.01,0.3998234
25.162605047226,1636610598.26,0.398542
25.412605047226,1636610598.51,0.4011049
25.662605047226,1636610598.76,0.3998234
25.912605047226,1636610599.01,0.4023864
26.162605047226,1636610599.26,0.4049494
30.662605047226,1636610603.76,0.4113568
30.912605047226,1636610604.01,0.4113568
31.162605047226,1636610604.26,0.4152013
31.412605047226,1636610604.51,0.4177642
31.662605047226,1636610604.76,0.4228902
31.912605047226,1636610605.01,0.4267346
32.162605047226,1636610605.26,0.435705
32.912605047226,1636610606.01,0.4690236
33.162605047226,1636610606.26,0.4523644
33.412605047226,1636610606.51,0.4536458
33.662605047226,1636610606.76,0.4459569
34.912605047226,1636610608.01,0.4433939
35.162605047226,1636610608.26,0.438268
36.412605047226,1636610609.51,0.4536458
36.662605047226,1636610609.76,0.4715866
37.912605047226,1636610611.01,0.4703051
38.162605047226,1636610611.26,0.4690236
39.412605047226,1636610612.51,0.4459569
39.662605047226,1636610612.76,0.4331421
39.912605047226,1636610613.01,0.4318606
40.162605047226,1636610613.26,0.4318606
40.412605047226,1636610613.51,0.4292976
40.662605047226,1636610613.76,0.4318606
40.912605047226,1636610614.01,0.4395495
41.162605047226,1636610614.26,0.4421124
41.412605047226,1636610614.51,0.4549273
41.662605047226,1636610614.76,0.4459569
41.912605047226,1636610615.01,0.4472384
42.162605047226,1636610615.26,0.4562088
42.412605047226,1636610615.51,0.4613347
42.662605047226,1636610615.76,0.4587718
42.912605047226,1636610616.01,0.4638977
43.162605047226,1636610616.26,0.4638977
43.412605047226,1636610616.51,0.4600533
43.662605047226,1636610616.76,0.4626162
43.912605047226,1636610617.01,0.4626162
44.162605047226,1636610617.26,0.4626162
44.412605047226,1636610617.51,0.4638977
44.662605047226,1636610617.76,0.4664607
44.912605047226,1636610618.01,0.4638977
45.162605047226,1636610618.26,0.4498014
45.412605047226,1636610618.51,0.4498014
45.662605047226,1636610618.76,0.4459569
46.912605047226,1636610620.01,0.4613347
