SGTime,Performance
51.29777,1
51.48262,1
51.66576,1
51.84686,1
52.04429,1
52.22406,1
52.40695,1
52.58955,1
52.76984,1
52.95369,1
53.13108,1
53.3195,1
53.51641,1
53.70202,1
53.88564,1
54.06771,1
54.25176,1
54.43971,1
54.62457,1
54.80658,1
54.98904,1
55.17343,1
55.36816,1
55.55286,1
55.73682,1
55.92394,1
56.11405,1
56.3031,1
56.48916,1
56.67574,1
56.86301,1
57.05116,1
57.24012,1
57.43404,1
57.62715,1
57.82042,1
58.03306,1
58.22556,1
58.4111,1
58.60128,1
58.7937,1
58.98134,1
59.17042,1
59.35727,1
59.54442,1
59.731,1
59.91451,1
60.09926,1
60.28932,1
60.48189,1
60.67447,1
60.87135,1
61.06282,1
61.24736,1
61.43304,1
61.61719,1
61.80488,1
61.99195,1
62.17908,1
62.36687,1
62.55424,1
62.75264,1
62.95383,1
63.14426,1
63.33279,1
63.52846,1
63.72463,1
63.92796,1
64.13834,1
64.33382,1
64.53185,1
64.73636,1
64.94236,1
65.1423,1
65.34124,1
65.53411,1
65.72857,1
65.923,1
66.12699,1
66.32669,1
66.52779,1
66.73331,1
66.93884,1
67.14296,1
67.34369,1
67.54972,1
67.75748,1
67.96615,1
68.17497,1
68.38538,1
68.59312,1
68.80231,1
69.01519,1
69.22102,1
69.43063,1
69.63707,1
69.84368,1
70.04939,1
70.28386,1
70.49956,1
70.7111,1
70.92104,1
71.12738,1
71.33103,1
71.53475,1
71.73968,1
71.95432,1
72.16946,1
72.3895,1
72.60374,1
72.81901,1
73.03542,1
73.243,1
73.45261,1
73.6613,1
73.86916,1
74.07665,1
74.28577,1
74.49865,1
74.71355,1
74.92707,1
75.13679,1
75.35031,1
75.56061,1
75.76895,1
75.99696,1
76.233,1
76.45145,1
76.66531,1
76.87893,1
77.0947,1
77.30537,1
77.52352,1
77.7401,1
77.95343,1
78.17181,1
78.3849,1
78.60027,1
78.82291,1
79.05463,1
79.27112,1
79.48328,1
79.69732,1
79.91395,1
80.13999,1
80.35841,1
80.57851,1
80.79702,1
81.01791,1
81.23512,1
81.46048,1
81.6909,1
81.90827,1
82.12746,1
82.37641,1
82.59599,1
82.81898,1
83.03925,1
83.25866,1
83.47686,1
83.69418,1
83.91266,1
84.12975,1
84.36492,1
84.59866,1
84.82178,1
85.05547,1
85.27695,1
85.50946,1
85.7429,1
85.97519,1
86.2028,1
86.42901,1
86.65688,1
86.89706,1
87.12205,1
87.3442,1
87.57032,1
87.79813,1
88.04275,1
88.2978,1
88.53917,1
88.78329,1
89.02486,1
89.25424,1
89.48004,1
89.70773,1
89.93385,1
90.16375,1
90.39558,1
90.62836,1
90.86324,1
91.09771,1
91.33138,1
91.56358,1
91.80359,1
92.03943,1
92.27937,1
92.51627,1
92.74631,1
92.98739,1
93.23295,1
93.4878,1
93.73454,1
94.00158,1
94.24359,1
94.48798,1
94.73991,1
94.99763,1
95.24094,1
95.48508,1
95.72423,1
95.96243,1
96.20276,1
96.44465,1
96.68529,1
96.93073,1
97.1731,1
97.40981,1
97.64659,1
97.88696,1
98.13162,1
98.38271,1
98.63316,1
98.87938,1
99.12302,1
99.36471,1
99.61449,1
99.89263,1
100.1447,1
100.4035,1
100.6619,1
100.9246,1
101.1767,1
101.4363,1
101.6876,1
101.9343,1
102.1815,1
102.4343,1
102.6838,1
102.9367,1
103.1825,1
103.4338,1
103.6802,1
103.9313,1
104.1856,1
104.4449,1
104.6953,1
104.9594,1
105.2106,1
105.493,1
105.7449,1
105.9977,1
106.2483,1
106.5125,1
106.78,1
107.0481,1
107.3121,1
107.5779,1
107.8372,1
108.1032,1
108.3666,1
108.6338,1
108.8996,1
109.1645,1
109.4295,1
109.6837,1
109.9402,1
110.1941,1
110.4545,1
110.7206,1
111.0051,1
111.2692,1
111.5326,1
111.8043,1
112.0706,1
112.3338,1
112.6046,1
112.8731,1
113.1377,1
113.3982,1
113.6625,1
113.9243,1
114.1848,1
114.4468,1
114.7103,1
114.9809,1
115.2456,1
115.5076,1
115.7705,1
116.0431,1
116.3343,1
116.6092,1
116.8788,1
117.1573,1
117.4305,1
117.7049,1
117.978,1
118.2485,1
118.5204,1
118.798,1
119.0776,1
119.3534,1
119.6337,1
119.9136,1
120.1862,1
120.4745,1
120.7526,1
121.036,1
121.3205,1
121.6209,1
121.8969,1
122.1778,1
122.4436,1
122.7135,1
122.9897,1
123.2642,1
123.5436,1
123.8165,1
124.0981,1
124.3724,1
124.6568,1
124.949,1
125.236,1
125.5132,1
125.7956,1
126.0763,1
126.3555,1
126.669,1
126.9631,1
127.2442,1
127.5248,1
127.8043,1
128.0843,1
128.3673,1
128.645,1
128.9279,1
129.2178,1
129.5135,1
129.8139,1
130.1074,1
130.4051,1
130.7018,1
131.0033,1
131.3071,1
131.6149,1
131.9073,1
132.2025,1
132.4968,1
132.7819,1
133.0891,1
133.3885,1
133.6902,1
133.9894,1
134.284,1
134.5832,1
134.8873,1
135.1814,1
135.4793,1
135.7742,1
136.0826,1
136.4128,1
136.7177,1
137.0273,1
137.3374,1
137.633,1
137.9381,1
138.2399,1
138.5419,1
138.8438,1
139.1564,1
139.4642,1
139.7648,1
140.06,1
140.3564,1
140.6555,1
140.9839,1
141.2809,1
141.5812,1
141.8787,1
142.1795,1
142.4819,1
142.7867,1
143.0912,1
143.392,1
143.6924,1
144.0083,1
144.3251,1
144.6358,1
144.9455,1
145.2499,1
145.5855,1
145.8918,1
146.1982,1
146.515,1
146.8305,1
147.1489,1
147.4572,1
147.7704,1
148.0947,1
148.4123,1
148.7389,1
149.0748,1
149.3881,1
149.7237,1
150.0308,1
150.3455,1
150.6544,1
150.982,1
151.3056,1
151.6349,1
151.9568,1
152.2742,1
152.5934,1
152.9139,1
153.2305,1
153.5437,1
153.8887,1
154.2023,1
154.5138,1
154.8356,1
155.1561,1
