SGTime,UnixTime,GSR
-1.1330931186676,1636526134.769,0.0576634
-0.883093118667603,1636526135.019,0.06022621
-0.633093118667603,1636526135.269,0.05510058
-0.383093118667603,1636526135.519,0.06535184
1.1169068813324,1636526137.019,0.06150762
2.1169068813324,1636526138.019,0.06022621
2.3669068813324,1636526138.269,0.06535184
2.6169068813324,1636526138.519,0.06407044
2.8669068813324,1636526138.769,0.08329156
3.1169068813324,1636526139.019,0.09866846
3.3669068813324,1636526139.269,0.09098001
3.6169068813324,1636526139.519,0.1076383
3.8669068813324,1636526139.769,0.1076383
4.1169068813324,1636526140.019,0.06919608
5.6169068813324,1636526141.519,0.1012313
6.6169068813324,1636526142.519,0.07944734
6.8669068813324,1636526142.769,0.07047748
7.1169068813324,1636526143.019,0.0730403
7.3669068813324,1636526143.269,0.08713578
7.6169068813324,1636526143.519,0.08072875
7.8669068813324,1636526143.769,0.06150762
8.1169068813324,1636526144.019,0.06791466
8.3669068813324,1636526144.269,0.0576634
8.6169068813324,1636526144.519,0.02434678
8.8669068813324,1636526144.769,0.02178397
9.1169068813324,1636526145.019,0.04484932
9.3669068813324,1636526145.269,0.04869354
9.6169068813324,1636526145.519,0.04356791
9.8669068813324,1636526145.769,0.04613072
10.1169068813324,1636526146.019,0.04997495
11.3669068813324,1636526147.269,0.05638199
11.6169068813324,1636526147.519,0.05381917
11.8669068813324,1636526147.769,0.05638199
12.1169068813324,1636526148.019,0.06022621
12.3669068813324,1636526148.269,0.04997495
12.6169068813324,1636526148.519,0.06022621
12.8669068813324,1636526148.769,0.05894481
13.1169068813324,1636526149.019,0.03203524
13.3669068813324,1636526149.269,0.03075382
13.6169068813324,1636526149.519,0.03075382
13.8669068813324,1636526149.769,0.03716087
14.1169068813324,1636526150.019,0.03459805
14.3669068813324,1636526150.269,0.01281411
14.6169068813324,1636526150.519,0.01409552
14.8669068813324,1636526150.769,0.01537693
15.1169068813324,1636526151.019,0.01922115
15.3669068813324,1636526151.269,0.008969885
15.6169068813324,1636526151.519,0.01409552
15.8669068813324,1636526151.769,0.01665833
16.1169068813324,1636526152.019,0.01537693
16.3669068813324,1636526152.269,0.02050256
16.6169068813324,1636526152.519,0.01793974
16.8669068813324,1636526152.769,0.0269096
17.1169068813324,1636526153.019,0.0269096
17.3669068813324,1636526153.269,0.03587946
17.6169068813324,1636526153.519,0.03972368
18.8669068813324,1636526154.769,0.04741213
19.1169068813324,1636526155.019,0.05125636
19.3669068813324,1636526155.269,0.05381917
19.6169068813324,1636526155.519,0.03331664
19.8669068813324,1636526155.769,0.03459805
20.1169068813324,1636526156.019,0.03844228
20.3669068813324,1636526156.269,0.0269096
20.6169068813324,1636526156.519,0.03331664
20.8669068813324,1636526156.769,0.03459805
21.1169068813324,1636526157.019,0.03075382
21.3669068813324,1636526157.269,0.0269096
21.6169068813324,1636526157.519,0.02178397
21.8669068813324,1636526157.769,0.03844228
22.1169068813324,1636526158.019,0.03587946
23.3669068813324,1636526159.269,0.005125661
23.6169068813324,1636526159.519,0.02178397
23.8669068813324,1636526159.769,0.01537693
24.1169068813324,1636526160.019,0.0
24.3669068813324,1636526160.269,0.01537693
24.6169068813324,1636526160.519,0.02562819
24.8669068813324,1636526160.769,0.01793974
25.1169068813324,1636526161.019,0.01025129
25.3669068813324,1636526161.269,0.007688477
25.6169068813324,1636526161.519,0.0
25.8669068813324,1636526161.769,0.01922115
26.1169068813324,1636526162.019,0.01537693
26.3669068813324,1636526162.269,0.02306538
26.6169068813324,1636526162.519,0.01922115
26.8669068813324,1636526162.769,0.02178397
27.1169068813324,1636526163.019,0.02434678
27.3669068813324,1636526163.269,0.01922115
27.6169068813324,1636526163.519,0.01793974
