SGTime,Performance
44.02954,1
44.20131,1
44.36848,1
44.53514,1
44.70762,1
44.87817,1
45.0558,1
45.23022,1
45.39845,1
45.57113,1
45.74772,1
45.91879,1
46.09721,1
46.27002,1
46.44222,1
46.61379,1
46.78537,1
46.9632,1
47.13994,1
47.3093,1
47.48015,1
47.65421,1
47.83172,1
48.00926,1
48.18835,1
48.36067,1
48.53763,1
48.71578,1
48.89436,1
49.07397,1
49.25319,1
49.43173,1
49.61222,1
49.78998,1
49.96194,1
50.13791,1
50.31982,1
50.52385,1
50.70713,1
50.89265,1
51.07478,1
51.25779,1
51.44376,1
51.63044,1
51.81793,1
52.00435,1
52.1923,1
52.37595,1
52.56335,1
52.75161,1
52.93505,1
53.11899,1
53.30746,1
53.49109,1
53.67944,1
53.86295,1
54.04779,1
54.2355,1
54.42268,1
54.61295,1
54.80228,1
54.98746,1
55.18036,1
55.37585,1
55.5668,1
55.75406,1
55.93949,1
56.12398,1
56.31392,1
56.50337,1
56.69447,1
56.89252,1
57.08737,1
57.28517,1
57.48106,1
57.67768,1
57.87336,1
58.0862,1
58.27308,1
58.46939,1
58.6673,1
58.86081,1
59.05626,1
59.24617,1
59.43888,1
59.62664,1
59.81664,1
60.01352,1
60.21303,1
60.4085,1
60.59753,1
60.78709,1
60.98449,1
61.17576,1
61.36819,1
61.57242,1
61.76981,1
61.96781,1
62.17045,1
62.37114,1
62.57134,1
62.77403,1
62.97654,1
63.17929,1
63.37399,1
63.56892,1
63.77658,1
63.98027,1
64.18446,1
64.38753,1
64.58335,1
64.78795,1
64.99645,1
65.19528,1
65.39545,1
65.60176,1
65.81096,1
66.0074,1
66.22612,1
66.42439,1
66.62482,1
66.82581,1
67.02765,1
67.23447,1
67.43967,1
67.64874,1
67.86211,1
68.0767,1
68.28596,1
68.50302,1
68.71651,1
68.94185,1
69.15395,1
69.37274,1
69.58775,1
69.80234,1
70.02142,1
70.2421,1
70.46136,1
70.67471,1
70.89071,1
71.10856,1
71.32224,1
71.53284,1
71.75495,1
71.96873,1
72.19026,1
72.40582,1
72.63213,1
72.85032,1
73.0715,1
73.30087,1
73.52381,1
73.75328,1
73.97346,1
74.18925,1
74.40719,1
74.63871,1
74.88446,1
75.10382,1
75.33362,1
75.55279,1
75.78796,1
76.0218,1
76.24321,1
76.46534,1
76.68717,1
76.90999,1
77.13095,1
77.35423,1
77.58646,1
77.81843,1
78.05194,1
78.27889,1
78.50253,1
78.72633,1
78.95119,1
79.17823,1
79.41835,1
79.65534,1
79.88279,1
80.12498,1
80.3586,1
80.58309,1
80.82244,1
81.04887,1
81.27138,1
81.498,1
81.73701,1
81.96955,1
82.19485,1
82.43845,1
82.6776,1
82.91315,1
83.15629,1
83.40316,1
83.64051,1
83.88305,1
84.14724,1
84.38315,1
84.61787,1
84.84515,1
85.08744,1
85.32387,1
85.56058,1
85.80401,1
86.04448,1
86.29085,1
86.52659,1
86.76208,1
87.0009,1
87.24486,1
87.48016,1
87.72112,1
87.96085,1
88.19996,1
88.43914,1
88.67889,1
88.92276,1
89.16969,1
89.42458,1
89.67772,1
89.93636,1
90.1864,1
90.439,1
90.69173,1
90.93783,1
91.18388,1
91.44102,1
91.69811,1
91.94879,1
92.19818,1
92.44769,1
92.69615,1
92.94076,1
93.18353,1
93.43234,1
93.71545,1
93.97316,1
94.22736,1
94.47449,1
94.71851,1
94.96378,1
95.21691,1
95.46313,1
95.71803,1
95.9799,1
96.23058,1
96.49345,1
96.75143,1
97.00309,1
97.26298,1
97.51831,1
97.77046,1
98.02121,1
98.27239,1
98.53461,1
98.78545,1
99.03521,1
99.29256,1
99.54396,1
99.79978,1
100.0574,1
100.3182,1
100.5831,1
100.8448,1
101.0978,1
101.356,1
101.6129,1
101.8763,1
102.1447,1
102.4149,1
102.6833,1
102.9523,1
103.216,1
103.4748,1
103.762,1
104.0264,1
104.2841,1
104.5522,1
104.8189,1
105.08,1
105.3444,1
105.6071,1
105.8744,1
106.1328,1
106.3918,1
106.6528,1
106.9193,1
107.1818,1
107.4463,1
107.7094,1
107.9766,1
108.2386,1
108.5034,1
108.765,1
109.0295,1
109.2991,1
109.5634,1
109.8319,1
110.0983,1
110.3678,1
110.6338,1
110.8982,1
111.1649,1
111.4402,1
111.711,1
111.9809,1
112.2513,1
112.5228,1
112.7898,1
113.0585,1
113.3364,1
113.6159,1
113.8891,1
114.1869,1
114.4677,1
114.7365,1
115.0195,1
115.3035,1
115.5815,1
115.8714,1
116.1535,1
116.4272,1
116.7175,1
116.9919,1
117.279,1
117.5521,1
117.8357,1
118.1221,1
118.3997,1
118.6837,1
118.9593,1
119.2409,1
119.5334,1
119.824,1
120.1118,1
120.3925,1
120.6761,1
120.9564,1
121.238,1
121.5182,1
121.8074,1
122.0904,1
122.3779,1
122.6647,1
122.9542,1
123.2434,1
123.5278,1
123.819,1
124.1115,1
124.4222,1
124.7085,1
124.9958,1
125.2829,1
125.5666,1
125.8591,1
126.1472,1
126.4347,1
126.7226,1
127.0123,1
127.2995,1
127.5926,1
127.9011,1
128.2,1
128.4973,1
128.8016,1
129.0963,1
129.4018,1
129.7078,1
130.0153,1
130.3136,1
130.6202,1
130.9263,1
131.2307,1
131.5389,1
131.8401,1
132.1391,1
132.4446,1
132.7385,1
133.0442,1
133.3537,1
133.6603,1
133.9769,1
134.2973,1
